DATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2017-12-31,Dec17,Number of indigenous clients,,2155.0
2017-12-31,Dec17,Number of nights in short-term/emergency accommodation,,17249.0
2018-12-31,Dec18,Number of clients accommodated in short-term/emergency accommodation,,1738.0
2018-12-31,Dec18,Number of clients financially assisted with payments for short term/emergency accommodation,,85.0
2018-12-31,Dec18,Number of clients who are at risk of homelessness,,3472.0
2018-12-31,Dec18,Number of clients who are homeless,,2339.0
2018-12-31,Dec18,Number of clients who have experienced family and domestic violence,,2851.0
2018-12-31,Dec18,Number of clients with a current mental health issue,,1530.0
2018-12-31,Dec18,Number of clients with problematic drug or alcohol issues,,720.0
2018-12-31,Dec18,Number of indigenous clients,,2543.0
2018-12-31,Dec18,Number of nights in short-term/emergency accommodation,,19426.0
2019-12-31,Dec19,Number of clients accommodated in short-term/emergency accommodation,,1966.0
2019-12-31,Dec19,Number of clients financially assisted with payments for short term/emergency accommodation,,77.0
2019-12-31,Dec19,Number of clients who are at risk of homelessness,,3403.0
2019-12-31,Dec19,Number of clients who are homeless,,2561.0
2019-12-31,Dec19,Number of clients who have experienced family and domestic violence,,2772.0
2019-12-31,Dec19,Number of clients with a current mental health issue,,1648.0
2019-12-31,Dec19,Number of clients with problematic drug or alcohol issues,,726.0
2019-12-31,Dec19,Number of indigenous clients,,2813.0
2019-12-31,Dec19,Number of nights in short-term/emergency accommodation,,21366.0
2020-12-31,Dec20,Number of clients accommodated in short-term/emergency accommodation,,1940.0
2020-12-31,Dec20,Number of clients financially assisted with payments for short term/emergency accommodation,,115.0
2020-12-31,Dec20,Number of clients who are at risk of homelessness,,3429.0
2020-12-31,Dec20,Number of clients who are homeless,,2873.0
2020-12-31,Dec20,Number of clients who have experienced family and domestic violence,,2907.0
2020-12-31,Dec20,Number of clients with a current mental health issue,,1816.0
2020-12-31,Dec20,Number of clients with problematic drug or alcohol issues,,823.0
2020-12-31,Dec20,Number of indigenous clients,,3000.0
2020-12-31,Dec20,Number of nights in short-term/emergency accommodation,,21817.0
2021-12-31,Dec21,Number of clients accommodated in short-term/emergency accommodation,,1910.0
2021-12-31,Dec21,Number of clients financially assisted with payments for short term/emergency accommodation,,98.0
2021-12-31,Dec21,Number of clients who are at risk of homelessness,,3452.0
2021-12-31,Dec21,Number of clients who are homeless,,3009.0
2021-12-31,Dec21,Number of clients who have experienced family and domestic violence,,3048.0
2021-12-31,Dec21,Number of clients with a current mental health issue,,1763.0
2021-12-31,Dec21,Number of clients with problematic drug or alcohol issues,,721.0
2021-12-31,Dec21,Number of indigenous clients,,3032.0
2021-12-31,Dec21,Number of nights in short-term/emergency accommodation,,24207.0
2022-12-31,Dec22,Number of clients accommodated in short-term/emergency accommodation,,1701.0
2022-12-31,Dec22,Number of clients financially assisted with payments for short term/emergency accommodation,,54.0
2022-12-31,Dec22,Number of clients who are at risk of homelessness,,3474.0
2022-12-31,Dec22,Number of clients who are homeless,,3108.0
2022-12-31,Dec22,Number of clients who have experienced family and domestic violence,,3149.0
2022-12-31,Dec22,Number of clients with a current mental health issue,,1743.0
2022-12-31,Dec22,Number of clients with problematic drug or alcohol issues,,727.0
2022-12-31,Dec22,Number of indigenous clients,,3060.0
2022-12-31,Dec22,Number of nights in short-term/emergency accommodation,,22149.0
2018-02-28,Feb18,Number of clients accommodated in short-term/emergency accommodation,,1396.0
2018-02-28,Feb18,Number of clients financially assisted with payments for short term/emergency accommodation,,58.0
2018-02-28,Feb18,Number of clients who are at risk of homelessness,,3114.0
2018-02-28,Feb18,Number of clients who are homeless,,2402.0
2018-02-28,Feb18,Number of clients who have experienced family and domestic violence,,2676.0
2018-02-28,Feb18,Number of clients with a current mental health issue,,1563.0
2018-02-28,Feb18,Number of clients with problematic drug or alcohol issues,,707.0
2018-02-28,Feb18,Number of indigenous clients,,2152.0
2018-02-28,Feb18,Number of nights in short-term/emergency accommodation,,16311.0
2019-02-28,Feb19,Number of clients accommodated in short-term/emergency accommodation,,1761.0
2019-02-28,Feb19,Number of clients financially assisted with payments for short term/emergency accommodation,,87.0
2019-02-28,Feb19,Number of clients who are at risk of homelessness,,3599.0
2019-02-28,Feb19,Number of clients who are homeless,,2510.0
2019-02-28,Feb19,Number of clients who have experienced family and domestic violence,,2915.0
2019-02-28,Feb19,Number of clients with a current mental health issue,,1648.0
2019-02-28,Feb19,Number of clients with problematic drug or alcohol issues,,823.0
2019-02-28,Feb19,Number of indigenous clients,,2557.0
2019-02-28,Feb19,Number of nights in short-term/emergency accommodation,,18872.0
2020-02-29,Feb20,Number of clients accommodated in short-term/emergency accommodation,,1842.0
2020-02-29,Feb20,Number of clients financially assisted with payments for short term/emergency accommodation,,89.0
2020-02-29,Feb20,Number of clients who are at risk of homelessness,,3311.0
2020-02-29,Feb20,Number of clients who are homeless,,2611.0
2020-02-29,Feb20,Number of clients who have experienced family and domestic violence,,2610.0
2020-02-29,Feb20,Number of clients with a current mental health issue,,1708.0
2020-02-29,Feb20,Number of clients with problematic drug or alcohol issues,,805.0
2020-02-29,Feb20,Number of indigenous clients,,2664.0
2020-02-29,Feb20,Number of nights in short-term/emergency accommodation,,19790.0
2021-02-28,Feb21,Number of clients accommodated in short-term/emergency accommodation,,1630.0
2021-02-28,Feb21,Number of clients financially assisted with payments for short term/emergency accommodation,,100.0
2021-02-28,Feb21,Number of clients who are at risk of homelessness,,3398.0
2021-02-28,Feb21,Number of clients who are homeless,,2877.0
2021-02-28,Feb21,Number of clients who have experienced family and domestic violence,,3041.0
2021-02-28,Feb21,Number of clients with a current mental health issue,,1891.0
2021-02-28,Feb21,Number of clients with problematic drug or alcohol issues,,830.0
2021-02-28,Feb21,Number of indigenous clients,,2840.0
2021-02-28,Feb21,Number of nights in short-term/emergency accommodation,,19910.0
2022-02-28,Feb22,Number of clients accommodated in short-term/emergency accommodation,,1588.0
2022-02-28,Feb22,Number of clients financially assisted with payments for short term/emergency accommodation,,119.0
2022-02-28,Feb22,Number of clients who are at risk of homelessness,,3228.0
2022-02-28,Feb22,Number of clients who are homeless,,3063.0
2022-02-28,Feb22,Number of clients who have experienced family and domestic violence,,2936.0
2022-02-28,Feb22,Number of clients with a current mental health issue,,1772.0
2022-02-28,Feb22,Number of clients with problematic drug or alcohol issues,,759.0
2022-02-28,Feb22,Number of indigenous clients,,2886.0
2022-02-28,Feb22,Number of nights in short-term/emergency accommodation,,20235.0
2023-02-28,Feb23,Number of clients accommodated in short-term/emergency accommodation,,1707.0
2023-02-28,Feb23,Number of clients financially assisted with payments for short term/emergency accommodation,,79.0
2023-02-28,Feb23,Number of clients who are at risk of homelessness,,3648.0
2023-02-28,Feb23,Number of clients who are homeless,,3266.0
2023-02-28,Feb23,Number of clients who have experienced family and domestic violence,,3329.0
2023-02-28,Feb23,Number of clients with a current mental health issue,,1834.0
2023-02-28,Feb23,Number of clients with problematic drug or alcohol issues,,858.0
2023-02-28,Feb23,Number of indigenous clients,,3250.0
2023-02-28,Feb23,Number of nights in short-term/emergency accommodation,,21216.0
2018-01-31,Jan18,Number of clients accommodated in short-term/emergency accommodation,,1580.0
2018-01-31,Jan18,Number of clients financially assisted with payments for short term/emergency accommodation,,71.0
2018-01-31,Jan18,Number of clients who are at risk of homelessness,,3107.0
2018-01-31,Jan18,Number of clients who are homeless,,2481.0
2018-01-31,Jan18,Number of clients who have experienced family and domestic violence,,2691.0
2018-01-31,Jan18,Number of clients with a current mental health issue,,1482.0
2018-01-31,Jan18,Number of clients with problematic drug or alcohol issues,,665.0
2018-01-31,Jan18,Number of indigenous clients,,2257.0
2018-01-31,Jan18,Number of nights in short-term/emergency accommodation,,18470.0
2019-01-31,Jan19,Number of clients accommodated in short-term/emergency accommodation,,1941.0
2019-01-31,Jan19,Number of clients financially assisted with payments for short term/emergency accommodation,,96.0
2019-01-31,Jan19,Number of clients who are at risk of homelessness,,3673.0
2019-01-31,Jan19,Number of clients who are homeless,,2517.0
2019-01-31,Jan19,Number of clients who have experienced family and domestic violence,,2988.0
2019-01-31,Jan19,Number of clients with a current mental health issue,,1663.0
2019-01-31,Jan19,Number of clients with problematic drug or alcohol issues,,818.0
2019-01-31,Jan19,Number of indigenous clients,,2801.0
2019-01-31,Jan19,Number of nights in short-term/emergency accommodation,,20587.0
2020-01-31,Jan20,Number of clients accommodated in short-term/emergency accommodation,,1981.0
2020-01-31,Jan20,Number of clients financially assisted with payments for short term/emergency accommodation,,91.0
2020-01-31,Jan20,Number of clients who are at risk of homelessness,,3319.0
2020-01-31,Jan20,Number of clients who are homeless,,2706.0
2020-01-31,Jan20,Number of clients who have experienced family and domestic violence,,2742.0
2020-01-31,Jan20,Number of clients with a current mental health issue,,1648.0
2020-01-31,Jan20,Number of clients with problematic drug or alcohol issues,,786.0
2020-01-31,Jan20,Number of indigenous clients,,2869.0
2020-01-31,Jan20,Number of nights in short-term/emergency accommodation,,21301.0
2021-01-31,Jan21,Number of clients accommodated in short-term/emergency accommodation,,1926.0
2021-01-31,Jan21,Number of clients financially assisted with payments for short term/emergency accommodation,,83.0
2021-01-31,Jan21,Number of clients who are at risk of homelessness,,3446.0
2021-01-31,Jan21,Number of clients who are homeless,,2969.0
2021-01-31,Jan21,Number of clients who have experienced family and domestic violence,,3040.0
2021-01-31,Jan21,Number of clients with a current mental health issue,,1826.0
2021-01-31,Jan21,Number of clients with problematic drug or alcohol issues,,847.0
2021-01-31,Jan21,Number of indigenous clients,,3081.0
2021-01-31,Jan21,Number of nights in short-term/emergency accommodation,,22017.0
2022-01-31,Jan22,Number of clients accommodated in short-term/emergency accommodation,,1870.0
2022-01-31,Jan22,Number of clients financially assisted with payments for short term/emergency accommodation,,118.0
2022-01-31,Jan22,Number of clients who are at risk of homelessness,,3237.0
2022-01-31,Jan22,Number of clients who are homeless,,3137.0
2022-01-31,Jan22,Number of clients who have experienced family and domestic violence,,3046.0
2022-01-31,Jan22,Number of clients with a current mental health issue,,1701.0
2022-01-31,Jan22,Number of clients with problematic drug or alcohol issues,,749.0
2022-01-31,Jan22,Number of indigenous clients,,3060.0
2022-01-31,Jan22,Number of nights in short-term/emergency accommodation,,23581.0
2023-01-31,Jan23,Number of clients accommodated in short-term/emergency accommodation,,1586.0
2023-01-31,Jan23,Number of clients financially assisted with payments for short term/emergency accommodation,,69.0
2023-01-31,Jan23,Number of clients who are at risk of homelessness,,3378.0
2023-01-31,Jan23,Number of clients who are homeless,,3178.0
2023-01-31,Jan23,Number of clients who have experienced family and domestic violence,,3230.0
2023-01-31,Jan23,Number of clients with a current mental health issue,,1747.0
2023-01-31,Jan23,Number of clients with problematic drug or alcohol issues,,746.0
2023-01-31,Jan23,Number of indigenous clients,,3020.0
2023-01-31,Jan23,Number of nights in short-term/emergency accommodation,,23855.0
2017-07-31,Jul17,Number of clients accommodated in short-term/emergency accommodation,,1391.0
2017-07-31,Jul17,Number of clients financially assisted with payments for short term/emergency accommodation,,66.0
2017-07-31,Jul17,Number of clients who are at risk of homelessness,,3207.0
2017-07-31,Jul17,Number of clients who are homeless,,2252.0
2017-07-31,Jul17,Number of clients who have experienced family and domestic violence,,2518.0
2017-07-31,Jul17,Number of clients with a current mental health issue,,1425.0
2017-07-31,Jul17,Number of clients with problematic drug or alcohol issues,,691.0
2017-07-31,Jul17,Number of indigenous clients,,2084.0
2017-07-31,Jul17,Number of nights in short-term/emergency accommodation,,15022.0
2018-07-31,Jul18,Number of clients accommodated in short-term/emergency accommodation,,1446.0
2018-07-31,Jul18,Number of clients financially assisted with payments for short term/emergency accommodation,,66.0
2018-07-31,Jul18,Number of clients who are at risk of homelessness,,3135.0
2018-07-31,Jul18,Number of clients who are homeless,,2428.0
2018-07-31,Jul18,Number of clients who have experienced family and domestic violence,,2676.0
2018-07-31,Jul18,Number of clients with a current mental health issue,,1595.0
2018-07-31,Jul18,Number of clients with problematic drug or alcohol issues,,740.0
2018-07-31,Jul18,Number of indigenous clients,,2192.0
2018-07-31,Jul18,Number of nights in short-term/emergency accommodation,,17708.0
2019-07-31,Jul19,Number of clients accommodated in short-term/emergency accommodation,,1828.0
2019-07-31,Jul19,Number of clients financially assisted with payments for short term/emergency accommodation,,41.0
2019-07-31,Jul19,Number of clients who are at risk of homelessness,,3678.0
2019-07-31,Jul19,Number of clients who are homeless,,2479.0
2019-07-31,Jul19,Number of clients who have experienced family and domestic violence,,2757.0
2019-07-31,Jul19,Number of clients with a current mental health issue,,1631.0
2019-07-31,Jul19,Number of clients with problematic drug or alcohol issues,,708.0
2019-07-31,Jul19,Number of indigenous clients,,2767.0
2019-07-31,Jul19,Number of nights in short-term/emergency accommodation,,19056.0
2020-07-31,Jul20,Number of clients accommodated in short-term/emergency accommodation,,1689.0
2020-07-31,Jul20,Number of clients financially assisted with payments for short term/emergency accommodation,,66.0
2020-07-31,Jul20,Number of clients who are at risk of homelessness,,3198.0
2020-07-31,Jul20,Number of clients who are homeless,,2505.0
2020-07-31,Jul20,Number of clients who have experienced family and domestic violence,,2553.0
2020-07-31,Jul20,Number of clients with a current mental health issue,,1724.0
2020-07-31,Jul20,Number of clients with problematic drug or alcohol issues,,777.0
2020-07-31,Jul20,Number of indigenous clients,,2580.0
2020-07-31,Jul20,Number of nights in short-term/emergency accommodation,,20011.0
2021-07-31,Jul21,Number of clients accommodated in short-term/emergency accommodation,,1718.0
2021-07-31,Jul21,Number of clients financially assisted with payments for short term/emergency accommodation,,116.0
2021-07-31,Jul21,Number of clients who are at risk of homelessness,,3466.0
2021-07-31,Jul21,Number of clients who are homeless,,3010.0
2021-07-31,Jul21,Number of clients who have experienced family and domestic violence,,3001.0
2021-07-31,Jul21,Number of clients with a current mental health issue,,1881.0
2021-07-31,Jul21,Number of clients with problematic drug or alcohol issues,,818.0
2021-07-31,Jul21,Number of indigenous clients,,2936.0
2021-07-31,Jul21,Number of nights in short-term/emergency accommodation,,21782.0
2022-07-31,Jul22,Number of clients accommodated in short-term/emergency accommodation,,1768.0
2022-07-31,Jul22,Number of clients financially assisted with payments for short term/emergency accommodation,,104.0
2022-07-31,Jul22,Number of clients who are at risk of homelessness,,3289.0
2022-07-31,Jul22,Number of clients who are homeless,,3043.0
2022-07-31,Jul22,Number of clients who have experienced family and domestic violence,,2946.0
2022-07-31,Jul22,Number of clients with a current mental health issue,,1717.0
2022-07-31,Jul22,Number of clients with problematic drug or alcohol issues,,752.0
2022-07-31,Jul22,Number of indigenous clients,,3076.0
2022-07-31,Jul22,Number of nights in short-term/emergency accommodation,,21378.0
2018-06-30,Jun18,Number of clients accommodated in short-term/emergency accommodation,,1334.0
2018-06-30,Jun18,Number of clients financially assisted with payments for short term/emergency accommodation,,69.0
2018-06-30,Jun18,Number of clients who are at risk of homelessness,,3045.0
2018-06-30,Jun18,Number of clients who are homeless,,2369.0
2018-06-30,Jun18,Number of clients who have experienced family and domestic violence,,2579.0
2018-06-30,Jun18,Number of clients with a current mental health issue,,1533.0
2018-06-30,Jun18,Number of clients with problematic drug or alcohol issues,,709.0
2018-06-30,Jun18,Number of indigenous clients,,2135.0
2018-06-30,Jun18,Number of nights in short-term/emergency accommodation,,17056.0
2019-06-30,Jun19,Number of clients accommodated in short-term/emergency accommodation,,1640.0
2019-06-30,Jun19,Number of clients financially assisted with payments for short term/emergency accommodation,,81.0
2019-06-30,Jun19,Number of clients who are at risk of homelessness,,3600.0
2019-06-30,Jun19,Number of clients who are homeless,,2447.0
2019-06-30,Jun19,Number of clients who have experienced family and domestic violence,,2755.0
2019-06-30,Jun19,Number of clients with a current mental health issue,,1628.0
2019-06-30,Jun19,Number of clients with problematic drug or alcohol issues,,738.0
2019-06-30,Jun19,Number of indigenous clients,,2614.0
2019-06-30,Jun19,Number of nights in short-term/emergency accommodation,,18014.0
2020-06-30,Jun20,Number of clients accommodated in short-term/emergency accommodation,,1646.0
2020-06-30,Jun20,Number of clients financially assisted with payments for short term/emergency accommodation,,88.0
2020-06-30,Jun20,Number of clients who are at risk of homelessness,,3265.0
2020-06-30,Jun20,Number of clients who are homeless,,2507.0
2020-06-30,Jun20,Number of clients who have experienced family and domestic violence,,2550.0
2020-06-30,Jun20,Number of clients with a current mental health issue,,1735.0
2020-06-30,Jun20,Number of clients with problematic drug or alcohol issues,,787.0
2020-06-30,Jun20,Number of indigenous clients,,2562.0
2020-06-30,Jun20,Number of nights in short-term/emergency accommodation,,18797.0
2021-06-30,Jun21,Number of clients accommodated in short-term/emergency accommodation,,1741.0
2021-06-30,Jun21,Number of clients financially assisted with payments for short term/emergency accommodation,,111.0
2021-06-30,Jun21,Number of clients who are at risk of homelessness,,3655.0
2021-06-30,Jun21,Number of clients who are homeless,,2980.0
2021-06-30,Jun21,Number of clients who have experienced family and domestic violence,,3064.0
2021-06-30,Jun21,Number of clients with a current mental health issue,,1896.0
2021-06-30,Jun21,Number of clients with problematic drug or alcohol issues,,861.0
2021-06-30,Jun21,Number of indigenous clients,,2977.0
2021-06-30,Jun21,Number of nights in short-term/emergency accommodation,,21715.0
2022-06-30,Jun22,Number of clients accommodated in short-term/emergency accommodation,,1678.0
2022-06-30,Jun22,Number of clients financially assisted with payments for short term/emergency accommodation,,94.0
2022-06-30,Jun22,Number of clients who are at risk of homelessness,,3333.0
2022-06-30,Jun22,Number of clients who are homeless,,3099.0
2022-06-30,Jun22,Number of clients who have experienced family and domestic violence,,2912.0
2022-06-30,Jun22,Number of clients with a current mental health issue,,1773.0
2022-06-30,Jun22,Number of clients with problematic drug or alcohol issues,,746.0
2022-06-30,Jun22,Number of indigenous clients,,3024.0
2022-06-30,Jun22,Number of nights in short-term/emergency accommodation,,20100.0
2023-06-30,Jun23,Number of clients accommodated in short-term/emergency accommodation,,1694.0
2023-06-30,Jun23,Number of clients financially assisted with payments for short term/emergency accommodation,,76.0
2023-06-30,Jun23,Number of clients who are at risk of homelessness,,3946.0
2023-06-30,Jun23,Number of clients who are homeless,,3372.0
2023-06-30,Jun23,Number of clients who have experienced family and domestic violence,,3485.0
2023-06-30,Jun23,Number of clients with a current mental health issue,,2056.0
2023-06-30,Jun23,Number of clients with problematic drug or alcohol issues,,783.0
2023-06-30,Jun23,Number of indigenous clients,,3283.0
2023-06-30,Jun23,Number of nights in short-term/emergency accommodation,,21680.0
2018-03-31,Mar18,Number of clients accommodated in short-term/emergency accommodation,,1476.0
2018-03-31,Mar18,Number of clients financially assisted with payments for short term/emergency accommodation,,67.0
2018-03-31,Mar18,Number of clients who are at risk of homelessness,,3218.0
2018-03-31,Mar18,Number of clients who are homeless,,2407.0
2018-03-31,Mar18,Number of clients who have experienced family and domestic violence,,2628.0
2018-03-31,Mar18,Number of clients with a current mental health issue,,1523.0
2018-03-31,Mar18,Number of clients with problematic drug or alcohol issues,,700.0
2018-03-31,Mar18,Number of indigenous clients,,2303.0
2018-03-31,Mar18,Number of nights in short-term/emergency accommodation,,18242.0
2019-03-31,Mar19,Number of clients accommodated in short-term/emergency accommodation,,1820.0
2019-03-31,Mar19,Number of clients financially assisted with payments for short term/emergency accommodation,,72.0
2019-03-31,Mar19,Number of clients who are at risk of homelessness,,3689.0
2019-03-31,Mar19,Number of clients who are homeless,,2701.0
2019-03-31,Mar19,Number of clients who have experienced family and domestic violence,,2974.0
2019-03-31,Mar19,Number of clients with a current mental health issue,,1684.0
2019-03-31,Mar19,Number of clients with problematic drug or alcohol issues,,835.0
2019-03-31,Mar19,Number of indigenous clients,,2774.0
2019-03-31,Mar19,Number of nights in short-term/emergency accommodation,,21781.0
2020-03-31,Mar20,Number of clients accommodated in short-term/emergency accommodation,,1712.0
2020-03-31,Mar20,Number of clients financially assisted with payments for short term/emergency accommodation,,78.0
2020-03-31,Mar20,Number of clients who are at risk of homelessness,,3341.0
2020-03-31,Mar20,Number of clients who are homeless,,2544.0
