DATE,STATE,MONTH,AGE GROUP,MEASURE,VALUE
2022-04-30,NSW,Apr22,10 to 14,,1826.0
2022-04-30,NSW,Apr22,15 to 19,,3216.0
2022-04-30,NSW,Apr22,20 to 24,,2833.0
2022-04-30,NSW,Apr22,25 to 29,,1642.0
2022-04-30,NSW,Apr22,30 to 34,,1620.0
2022-04-30,NSW,Apr22,35 to 39,,1750.0
2022-04-30,NSW,Apr22,40 to 44,,1605.0
2022-04-30,NSW,Apr22,45 to 49,,1339.0
2022-04-30,NSW,Apr22,5 to 9,,1946.0
2022-04-30,NSW,Apr22,50 to 54,,1091.0
2022-04-30,NSW,Apr22,55 to 59,,684.0
2022-04-30,NSW,Apr22,60 to 64,,458.0
2022-04-30,NSW,Apr22,65+,,650.0
2023-04-30,NSW,Apr23,0 to 4,,2142.0
2023-04-30,NSW,Apr23,10 to 14,,1645.0
2023-04-30,NSW,Apr23,15 to 19,,3084.0
2023-04-30,NSW,Apr23,20 to 24,,2810.0
2023-04-30,NSW,Apr23,25 to 29,,1715.0
2023-04-30,NSW,Apr23,30 to 34,,1678.0
2023-04-30,NSW,Apr23,35 to 39,,1692.0
2023-04-30,NSW,Apr23,40 to 44,,1723.0
2023-04-30,NSW,Apr23,45 to 49,,1387.0
2023-04-30,NSW,Apr23,5 to 9,,1843.0
2023-04-30,NSW,Apr23,50 to 54,,1218.0
2023-04-30,NSW,Apr23,55 to 59,,753.0
2023-04-30,NSW,Apr23,60 to 64,,570.0
2023-04-30,NSW,Apr23,65+,,761.0
2017-08-31,NSW,Aug17,0 to 4,,2195.0
2017-08-31,NSW,Aug17,10 to 14,,1593.0
2017-08-31,NSW,Aug17,15 to 19,,3312.0
2017-08-31,NSW,Aug17,20 to 24,,2637.0
2017-08-31,NSW,Aug17,25 to 29,,1541.0
2017-08-31,NSW,Aug17,30 to 34,,1647.0
2017-08-31,NSW,Aug17,35 to 39,,1783.0
2017-08-31,NSW,Aug17,40 to 44,,1723.0
2017-08-31,NSW,Aug17,45 to 49,,1468.0
2017-08-31,NSW,Aug17,5 to 9,,1609.0
2017-08-31,NSW,Aug17,50 to 54,,1040.0
2017-08-31,NSW,Aug17,55 to 59,,666.0
2017-08-31,NSW,Aug17,60 to 64,,422.0
2017-08-31,NSW,Aug17,65+,,487.0
2018-08-31,NSW,Aug18,0 to 4,,2486.0
2018-08-31,NSW,Aug18,10 to 14,,1836.0
2018-08-31,NSW,Aug18,15 to 19,,3470.0
2018-08-31,NSW,Aug18,20 to 24,,2770.0
2018-08-31,NSW,Aug18,25 to 29,,1705.0
2018-08-31,NSW,Aug18,30 to 34,,1722.0
2018-08-31,NSW,Aug18,35 to 39,,1843.0
2018-08-31,NSW,Aug18,40 to 44,,1739.0
2018-08-31,NSW,Aug18,45 to 49,,1575.0
2018-08-31,NSW,Aug18,5 to 9,,1894.0
2018-08-31,NSW,Aug18,50 to 54,,1129.0
2018-08-31,NSW,Aug18,55 to 59,,754.0
2018-08-31,NSW,Aug18,60 to 64,,422.0
2018-08-31,NSW,Aug18,65+,,514.0
2019-08-31,NSW,Aug19,0 to 4,,2292.0
2019-08-31,NSW,Aug19,10 to 14,,1704.0
2019-08-31,NSW,Aug19,15 to 19,,3334.0
2019-08-31,NSW,Aug19,20 to 24,,2936.0
2019-08-31,NSW,Aug19,25 to 29,,1648.0
2019-08-31,NSW,Aug19,30 to 34,,1748.0
2019-08-31,NSW,Aug19,35 to 39,,1948.0
2019-08-31,NSW,Aug19,40 to 44,,1686.0
2019-08-31,NSW,Aug19,45 to 49,,1662.0
2019-08-31,NSW,Aug19,5 to 9,,1643.0
2019-08-31,NSW,Aug19,50 to 54,,1118.0
2019-08-31,NSW,Aug19,55 to 59,,706.0
2019-08-31,NSW,Aug19,60 to 64,,444.0
2019-08-31,NSW,Aug19,65+,,533.0
2020-08-31,NSW,Aug20,0 to 4,,2395.0
2020-08-31,NSW,Aug20,10 to 14,,1567.0
2020-08-31,NSW,Aug20,15 to 19,,3242.0
2020-08-31,NSW,Aug20,20 to 24,,2979.0
2020-08-31,NSW,Aug20,25 to 29,,1633.0
2020-08-31,NSW,Aug20,30 to 34,,1656.0
2020-08-31,NSW,Aug20,35 to 39,,1726.0
2020-08-31,NSW,Aug20,40 to 44,,1544.0
2020-08-31,NSW,Aug20,45 to 49,,1434.0
2020-08-31,NSW,Aug20,5 to 9,,1745.0
2020-08-31,NSW,Aug20,50 to 54,,1116.0
2020-08-31,NSW,Aug20,55 to 59,,673.0
2020-08-31,NSW,Aug20,60 to 64,,429.0
2020-08-31,NSW,Aug20,65+,,523.0
2021-08-31,NSW,Aug21,0 to 4,,2379.0
2021-08-31,NSW,Aug21,10 to 14,,1846.0
2021-08-31,NSW,Aug21,15 to 19,,3350.0
2021-08-31,NSW,Aug21,20 to 24,,3046.0
2021-08-31,NSW,Aug21,25 to 29,,1788.0
2021-08-31,NSW,Aug21,30 to 34,,1754.0
2021-08-31,NSW,Aug21,35 to 39,,1801.0
2021-08-31,NSW,Aug21,40 to 44,,1719.0
2021-08-31,NSW,Aug21,45 to 49,,1480.0
2021-08-31,NSW,Aug21,5 to 9,,1982.0
2021-08-31,NSW,Aug21,50 to 54,,1137.0
2021-08-31,NSW,Aug21,55 to 59,,746.0
2021-08-31,NSW,Aug21,60 to 64,,438.0
2021-08-31,NSW,Aug21,65+,,589.0
2022-08-31,NSW,Aug22,0 to 4,,2308.0
2022-08-31,NSW,Aug22,10 to 14,,1721.0
2022-08-31,NSW,Aug22,15 to 19,,3308.0
2022-08-31,NSW,Aug22,20 to 24,,2844.0
2022-08-31,NSW,Aug22,25 to 29,,1767.0
2022-08-31,NSW,Aug22,30 to 34,,1697.0
2022-08-31,NSW,Aug22,35 to 39,,1798.0
2022-08-31,NSW,Aug22,40 to 44,,1738.0
2022-08-31,NSW,Aug22,45 to 49,,1455.0
2022-08-31,NSW,Aug22,5 to 9,,1754.0
2022-08-31,NSW,Aug22,50 to 54,,1169.0
2022-08-31,NSW,Aug22,55 to 59,,721.0
2022-08-31,NSW,Aug22,60 to 64,,531.0
2022-08-31,NSW,Aug22,65+,,696.0
2017-12-31,NSW,Dec17,0 to 4,,2112.0
2017-12-31,NSW,Dec17,10 to 14,,1566.0
2017-12-31,NSW,Dec17,15 to 19,,3272.0
2017-12-31,NSW,Dec17,20 to 24,,2472.0
2017-12-31,NSW,Dec17,25 to 29,,1432.0
2017-12-31,NSW,Dec17,30 to 34,,1574.0
2017-12-31,NSW,Dec17,35 to 39,,1721.0
2017-12-31,NSW,Dec17,40 to 44,,1649.0
2017-12-31,NSW,Dec17,45 to 49,,1350.0
2017-12-31,NSW,Dec17,5 to 9,,1564.0
2017-12-31,NSW,Dec17,50 to 54,,980.0
2017-12-31,NSW,Dec17,55 to 59,,630.0
2017-12-31,NSW,Dec17,60 to 64,,411.0
2017-12-31,NSW,Dec17,65+,,454.0
2018-12-31,NSW,Dec18,0 to 4,,2239.0
2018-12-31,NSW,Dec18,10 to 14,,1695.0
2018-12-31,NSW,Dec18,15 to 19,,3297.0
2018-12-31,NSW,Dec18,20 to 24,,2666.0
2018-12-31,NSW,Dec18,25 to 29,,1566.0
2018-12-31,NSW,Dec18,30 to 34,,1642.0
2018-12-31,NSW,Dec18,35 to 39,,1729.0
2018-12-31,NSW,Dec18,40 to 44,,1631.0
2018-12-31,NSW,Dec18,45 to 49,,1494.0
2018-12-31,NSW,Dec18,5 to 9,,1697.0
2018-12-31,NSW,Dec18,50 to 54,,1066.0
2018-12-31,NSW,Dec18,55 to 59,,715.0
2018-12-31,NSW,Dec18,60 to 64,,400.0
2018-12-31,NSW,Dec18,65+,,522.0
2019-12-31,NSW,Dec19,0 to 4,,2185.0
2019-12-31,NSW,Dec19,10 to 14,,1635.0
2019-12-31,NSW,Dec19,15 to 19,,3113.0
2019-12-31,NSW,Dec19,20 to 24,,2780.0
2019-12-31,NSW,Dec19,25 to 29,,1595.0
2019-12-31,NSW,Dec19,30 to 34,,1686.0
2019-12-31,NSW,Dec19,35 to 39,,1753.0
2019-12-31,NSW,Dec19,40 to 44,,1559.0
2019-12-31,NSW,Dec19,45 to 49,,1543.0
2019-12-31,NSW,Dec19,5 to 9,,1533.0
2019-12-31,NSW,Dec19,50 to 54,,1098.0
2019-12-31,NSW,Dec19,55 to 59,,717.0
2019-12-31,NSW,Dec19,60 to 64,,382.0
2019-12-31,NSW,Dec19,65+,,486.0
2020-12-31,NSW,Dec20,0 to 4,,2341.0
2020-12-31,NSW,Dec20,10 to 14,,1756.0
2020-12-31,NSW,Dec20,15 to 19,,3235.0
2020-12-31,NSW,Dec20,20 to 24,,2985.0
2020-12-31,NSW,Dec20,25 to 29,,1724.0
2020-12-31,NSW,Dec20,30 to 34,,1697.0
2020-12-31,NSW,Dec20,35 to 39,,1766.0
2020-12-31,NSW,Dec20,40 to 44,,1590.0
2020-12-31,NSW,Dec20,45 to 49,,1509.0
2020-12-31,NSW,Dec20,5 to 9,,1771.0
2020-12-31,NSW,Dec20,50 to 54,,1133.0
2020-12-31,NSW,Dec20,55 to 59,,696.0
2020-12-31,NSW,Dec20,60 to 64,,440.0
2020-12-31,NSW,Dec20,65+,,558.0
2021-12-31,NSW,Dec21,0 to 4,,2356.0
2021-12-31,NSW,Dec21,10 to 14,,1762.0
2021-12-31,NSW,Dec21,15 to 19,,3192.0
2021-12-31,NSW,Dec21,20 to 24,,2850.0
2021-12-31,NSW,Dec21,25 to 29,,1773.0
2021-12-31,NSW,Dec21,30 to 34,,1702.0
2021-12-31,NSW,Dec21,35 to 39,,1796.0
2021-12-31,NSW,Dec21,40 to 44,,1622.0
2021-12-31,NSW,Dec21,45 to 49,,1372.0
2021-12-31,NSW,Dec21,5 to 9,,1916.0
2021-12-31,NSW,Dec21,50 to 54,,1114.0
2021-12-31,NSW,Dec21,55 to 59,,712.0
2021-12-31,NSW,Dec21,60 to 64,,435.0
2021-12-31,NSW,Dec21,65+,,543.0
2022-12-31,NSW,Dec22,0 to 4,,2189.0
2022-12-31,NSW,Dec22,10 to 14,,1668.0
2022-12-31,NSW,Dec22,15 to 19,,3052.0
2022-12-31,NSW,Dec22,20 to 24,,2642.0
2022-12-31,NSW,Dec22,25 to 29,,1696.0
2022-12-31,NSW,Dec22,30 to 34,,1648.0
2022-12-31,NSW,Dec22,35 to 39,,1651.0
2022-12-31,NSW,Dec22,40 to 44,,1660.0
2022-12-31,NSW,Dec22,45 to 49,,1421.0
2022-12-31,NSW,Dec22,5 to 9,,1692.0
2022-12-31,NSW,Dec22,50 to 54,,1163.0
2022-12-31,NSW,Dec22,55 to 59,,725.0
2022-12-31,NSW,Dec22,60 to 64,,503.0
2022-12-31,NSW,Dec22,65+,,727.0
2018-02-28,NSW,Feb18,0 to 4,,2335.0
2018-02-28,NSW,Feb18,10 to 14,,1623.0
2018-02-28,NSW,Feb18,15 to 19,,3342.0
2018-02-28,NSW,Feb18,20 to 24,,2670.0
2018-02-28,NSW,Feb18,25 to 29,,1550.0
2018-02-28,NSW,Feb18,30 to 34,,1676.0
2018-02-28,NSW,Feb18,35 to 39,,1851.0
2018-02-28,NSW,Feb18,40 to 44,,1778.0
2018-02-28,NSW,Feb18,45 to 49,,1508.0
2018-02-28,NSW,Feb18,5 to 9,,1702.0
2018-02-28,NSW,Feb18,50 to 54,,1098.0
2018-02-28,NSW,Feb18,55 to 59,,724.0
2018-02-28,NSW,Feb18,60 to 64,,435.0
2018-02-28,NSW,Feb18,65+,,479.0
2019-02-28,NSW,Feb19,0 to 4,,2338.0
2019-02-28,NSW,Feb19,10 to 14,,1777.0
2019-02-28,NSW,Feb19,15 to 19,,3463.0
2019-02-28,NSW,Feb19,20 to 24,,2894.0
2019-02-28,NSW,Feb19,25 to 29,,1698.0
2019-02-28,NSW,Feb19,30 to 34,,1759.0
2019-02-28,NSW,Feb19,35 to 39,,1910.0
2019-02-28,NSW,Feb19,40 to 44,,1756.0
2019-02-28,NSW,Feb19,45 to 49,,1583.0
2019-02-28,NSW,Feb19,5 to 9,,1679.0
2019-02-28,NSW,Feb19,50 to 54,,1166.0
2019-02-28,NSW,Feb19,55 to 59,,734.0
2019-02-28,NSW,Feb19,60 to 64,,447.0
2019-02-28,NSW,Feb19,65+,,549.0
2020-02-29,NSW,Feb20,0 to 4,,2384.0
2020-02-29,NSW,Feb20,10 to 14,,1791.0
2020-02-29,NSW,Feb20,15 to 19,,3386.0
2020-02-29,NSW,Feb20,20 to 24,,2964.0
2020-02-29,NSW,Feb20,25 to 29,,1734.0
2020-02-29,NSW,Feb20,30 to 34,,1803.0
2020-02-29,NSW,Feb20,35 to 39,,1918.0
2020-02-29,NSW,Feb20,40 to 44,,1608.0
2020-02-29,NSW,Feb20,45 to 49,,1615.0
2020-02-29,NSW,Feb20,5 to 9,,1746.0
2020-02-29,NSW,Feb20,50 to 54,,1156.0
2020-02-29,NSW,Feb20,55 to 59,,712.0
2020-02-29,NSW,Feb20,60 to 64,,425.0
2020-02-29,NSW,Feb20,65+,,528.0
2021-02-28,NSW,Feb21,0 to 4,,2447.0
2021-02-28,NSW,Feb21,10 to 14,,1863.0
2021-02-28,NSW,Feb21,15 to 19,,3376.0
2021-02-28,NSW,Feb21,20 to 24,,3080.0
2021-02-28,NSW,Feb21,25 to 29,,1826.0
2021-02-28,NSW,Feb21,30 to 34,,1755.0
2021-02-28,NSW,Feb21,35 to 39,,1886.0
2021-02-28,NSW,Feb21,40 to 44,,1694.0
2021-02-28,NSW,Feb21,45 to 49,,1562.0
2021-02-28,NSW,Feb21,5 to 9,,1897.0
2021-02-28,NSW,Feb21,50 to 54,,1150.0
2021-02-28,NSW,Feb21,55 to 59,,730.0
2021-02-28,NSW,Feb21,60 to 64,,466.0
2021-02-28,NSW,Feb21,65+,,589.0
2022-02-28,NSW,Feb22,0 to 4,,2476.0
2022-02-28,NSW,Feb22,10 to 14,,1742.0
2022-02-28,NSW,Feb22,15 to 19,,3256.0
2022-02-28,NSW,Feb22,20 to 24,,2909.0
2022-02-28,NSW,Feb22,25 to 29,,1786.0
2022-02-28,NSW,Feb22,30 to 34,,1694.0
2022-02-28,NSW,Feb22,35 to 39,,1846.0
2022-02-28,NSW,Feb22,40 to 44,,1679.0
2022-02-28,NSW,Feb22,45 to 49,,1354.0
2022-02-28,NSW,Feb22,5 to 9,,1903.0
2022-02-28,NSW,Feb22,50 to 54,,1127.0
2022-02-28,NSW,Feb22,55 to 59,,694.0
2022-02-28,NSW,Feb22,60 to 64,,439.0
2022-02-28,NSW,Feb22,65+,,614.0
2023-02-28,NSW,Feb23,0 to 4,,2338.0
2023-02-28,NSW,Feb23,10 to 14,,1771.0
2023-02-28,NSW,Feb23,15 to 19,,3156.0
2023-02-28,NSW,Feb23,20 to 24,,2855.0
2023-02-28,NSW,Feb23,25 to 29,,1840.0
2023-02-28,NSW,Feb23,30 to 34,,1792.0
2023-02-28,NSW,Feb23,35 to 39,,1736.0
2023-02-28,NSW,Feb23,40 to 44,,1722.0
2023-02-28,NSW,Feb23,45 to 49,,1491.0
2023-02-28,NSW,Feb23,5 to 9,,1942.0
2023-02-28,NSW,Feb23,50 to 54,,1204.0
2023-02-28,NSW,Feb23,55 to 59,,773.0
2023-02-28,NSW,Feb23,60 to 64,,571.0
2023-02-28,NSW,Feb23,65+,,785.0
2018-01-31,NSW,Jan18,0 to 4,,2258.0
2018-01-31,NSW,Jan18,10 to 14,,1531.0
2018-01-31,NSW,Jan18,15 to 19,,3246.0
2018-01-31,NSW,Jan18,20 to 24,,2627.0
2018-01-31,NSW,Jan18,25 to 29,,1502.0
2018-01-31,NSW,Jan18,30 to 34,,1636.0
2018-01-31,NSW,Jan18,35 to 39,,1836.0
2018-01-31,NSW,Jan18,40 to 44,,1703.0
2018-01-31,NSW,Jan18,45 to 49,,1455.0
2018-01-31,NSW,Jan18,5 to 9,,1665.0
2018-01-31,NSW,Jan18,50 to 54,,1103.0
2018-01-31,NSW,Jan18,55 to 59,,691.0
2018-01-31,NSW,Jan18,60 to 64,,423.0
2018-01-31,NSW,Jan18,65+,,476.0
2019-01-31,NSW,Jan19,0 to 4,,2301.0
2019-01-31,NSW,Jan19,10 to 14,,1650.0
2019-01-31,NSW,Jan19,15 to 19,,3327.0
2019-01-31,NSW,Jan19,20 to 24,,2814.0
2019-01-31,NSW,Jan19,25 to 29,,1680.0
2019-01-31,NSW,Jan19,30 to 34,,1752.0
2019-01-31,NSW,Jan19,35 to 39,,1883.0
2019-01-31,NSW,Jan19,40 to 44,,1712.0
2019-01-31,NSW,Jan19,45 to 49,,1579.0
2019-01-31,NSW,Jan19,5 to 9,,1699.0
2019-01-31,NSW,Jan19,50 to 54,,1121.0
2019-01-31,NSW,Jan19,55 to 59,,755.0
2019-01-31,NSW,Jan19,60 to 64,,423.0
2019-01-31,NSW,Jan19,65+,,548.0
2020-01-31,NSW,Jan20,0 to 4,,2344.0
2020-01-31,NSW,Jan20,10 to 14,,1641.0
2020-01-31,NSW,Jan20,15 to 19,,3203.0
2020-01-31,NSW,Jan20,20 to 24,,2894.0
2020-01-31,NSW,Jan20,25 to 29,,1724.0
2020-01-31,NSW,Jan20,30 to 34,,1774.0
2020-01-31,NSW,Jan20,35 to 39,,1859.0
2020-01-31,NSW,Jan20,40 to 44,,1632.0
2020-01-31,NSW,Jan20,45 to 49,,1635.0
2020-01-31,NSW,Jan20,5 to 9,,1619.0
2020-01-31,NSW,Jan20,50 to 54,,1167.0
2020-01-31,NSW,Jan20,55 to 59,,735.0
2020-01-31,NSW,Jan20,60 to 64,,398.0
2020-01-31,NSW,Jan20,65+,,516.0
2021-01-31,NSW,Jan21,0 to 4,,2307.0
2021-01-31,NSW,Jan21,10 to 14,,1711.0
2021-01-31,NSW,Jan21,15 to 19,,3206.0
2021-01-31,NSW,Jan21,20 to 24,,2987.0
2021-01-31,NSW,Jan21,25 to 29,,1738.0
2021-01-31,NSW,Jan21,30 to 34,,1700.0
2021-01-31,NSW,Jan21,35 to 39,,1768.0
2021-01-31,NSW,Jan21,40 to 44,,1621.0
2021-01-31,NSW,Jan21,45 to 49,,1485.0
2021-01-31,NSW,Jan21,5 to 9,,1782.0
2021-01-31,NSW,Jan21,50 to 54,,1110.0
2021-01-31,NSW,Jan21,55 to 59,,698.0
2021-01-31,NSW,Jan21,60 to 64,,416.0
2021-01-31,NSW,Jan21,65+,,548.0
2022-01-31,NSW,Jan22,0 to 4,,2360.0
2022-01-31,NSW,Jan22,10 to 14,,1708.0
2022-01-31,NSW,Jan22,15 to 19,,3133.0
2022-01-31,NSW,Jan22,20 to 24,,2833.0
2022-01-31,NSW,Jan22,25 to 29,,1773.0
2022-01-31,NSW,Jan22,30 to 34,,1684.0
2022-01-31,NSW,Jan22,35 to 39,,1797.0
2022-01-31,NSW,Jan22,40 to 44,,1614.0
2022-01-31,NSW,Jan22,45 to 49,,1346.0
2022-01-31,NSW,Jan22,5 to 9,,1887.0
2022-01-31,NSW,Jan22,50 to 54,,1102.0
2022-01-31,NSW,Jan22,55 to 59,,689.0
2022-01-31,NSW,Jan22,60 to 64,,430.0
2022-01-31,NSW,Jan22,65+,,567.0
2023-01-31,NSW,Jan23,0 to 4,,2228.0
2023-01-31,NSW,Jan23,10 to 14,,1674.0
2023-01-31,NSW,Jan23,15 to 19,,2967.0
2023-01-31,NSW,Jan23,20 to 24,,2796.0
2023-01-31,NSW,Jan23,25 to 29,,1775.0
2023-01-31,NSW,Jan23,30 to 34,,1729.0
2023-01-31,NSW,Jan23,35 to 39,,1666.0
2023-01-31,NSW,Jan23,40 to 44,,1693.0
2023-01-31,NSW,Jan23,45 to 49,,1434.0
2023-01-31,NSW,Jan23,5 to 9,,1794.0
2023-01-31,NSW,Jan23,50 to 54,,1182.0
2023-01-31,NSW,Jan23,55 to 59,,735.0
2023-01-31,NSW,Jan23,60 to 64,,512.0
2023-01-31,NSW,Jan23,65+,,737.0
2017-07-31,NSW,Jul17,0 to 4,,2236.0
2017-07-31,NSW,Jul17,10 to 14,,1614.0
2017-07-31,NSW,Jul17,15 to 19,,3234.0
2017-07-31,NSW,Jul17,20 to 24,,2609.0
2017-07-31,NSW,Jul17,25 to 29,,1485.0
2017-07-31,NSW,Jul17,30 to 34,,1639.0
2017-07-31,NSW,Jul17,35 to 39,,1789.0
2017-07-31,NSW,Jul17,40 to 44,,1723.0
2017-07-31,NSW,Jul17,45 to 49,,1462.0
2017-07-31,NSW,Jul17,5 to 9,,1632.0
2017-07-31,NSW,Jul17,50 to 54,,1048.0
2017-07-31,NSW,Jul17,55 to 59,,655.0
2017-07-31,NSW,Jul17,60 to 64,,416.0
2017-07-31,NSW,Jul17,65+,,477.0
2018-07-31,NSW,Jul18,0 to 4,,2408.0
2018-07-31,NSW,Jul18,10 to 14,,1762.0
2018-07-31,NSW,Jul18,15 to 19,,3332.0
2018-07-31,NSW,Jul18,20 to 24,,2704.0
2018-07-31,NSW,Jul18,25 to 29,,1673.0
2018-07-31,NSW,Jul18,30 to 34,,1691.0
2018-07-31,NSW,Jul18,35 to 39,,1867.0
2018-07-31,NSW,Jul18,40 to 44,,1679.0
2018-07-31,NSW,Jul18,45 to 49,,1538.0
2018-07-31,NSW,Jul18,5 to 9,,1851.0
2018-07-31,NSW,Jul18,50 to 54,,1134.0
2018-07-31,NSW,Jul18,55 to 59,,759.0
2018-07-31,NSW,Jul18,60 to 64,,430.0
2018-07-31,NSW,Jul18,65+,,524.0
2019-07-31,NSW,Jul19,0 to 4,,2244.0
2019-07-31,NSW,Jul19,10 to 14,,1712.0
2019-07-31,NSW,Jul19,15 to 19,,3341.0
2019-07-31,NSW,Jul19,20 to 24,,2885.0
2019-07-31,NSW,Jul19,25 to 29,,1635.0
2019-07-31,NSW,Jul19,30 to 34,,1778.0
2019-07-31,NSW,Jul19,35 to 39,,1925.0
2019-07-31,NSW,Jul19,40 to 44,,1681.0
2019-07-31,NSW,Jul19,45 to 49,,1626.0
2019-07-31,NSW,Jul19,5 to 9,,1613.0
2019-07-31,NSW,Jul19,50 to 54,,1137.0
2019-07-31,NSW,Jul19,55 to 59,,734.0
2019-07-31,NSW,Jul19,60 to 64,,449.0
2019-07-31,NSW,Jul19,65+,,532.0
2020-07-31,NSW,Jul20,0 to 4,,2390.0
2020-07-31,NSW,Jul20,10 to 14,,1527.0
2020-07-31,NSW,Jul20,15 to 19,,3281.0
2020-07-31,NSW,Jul20,20 to 24,,2991.0
2020-07-31,NSW,Jul20,25 to 29,,1685.0
2020-07-31,NSW,Jul20,30 to 34,,1642.0
2020-07-31,NSW,Jul20,35 to 39,,1715.0
2020-07-31,NSW,Jul20,40 to 44,,1541.0
2020-07-31,NSW,Jul20,45 to 49,,1447.0
2020-07-31,NSW,Jul20,5 to 9,,1715.0
2020-07-31,NSW,Jul20,50 to 54,,1132.0
2020-07-31,NSW,Jul20,55 to 59,,656.0
2020-07-31,NSW,Jul20,60 to 64,,417.0
2020-07-31,NSW,Jul20,65+,,529.0
2021-07-31,NSW,Jul21,0 to 4,,2360.0
2021-07-31,NSW,Jul21,10 to 14,,1897.0
2021-07-31,NSW,Jul21,15 to 19,,3467.0
2021-07-31,NSW,Jul21,20 to 24,,3086.0
2021-07-31,NSW,Jul21,25 to 29,,1823.0
2021-07-31,NSW,Jul21,30 to 34,,1756.0
2021-07-31,NSW,Jul21,35 to 39,,1800.0
2021-07-31,NSW,Jul21,40 to 44,,1720.0
2021-07-31,NSW,Jul21,45 to 49,,1449.0
2021-07-31,NSW,Jul21,5 to 9,,1978.0
2021-07-31,NSW,Jul21,50 to 54,,1149.0
2021-07-31,NSW,Jul21,55 to 59,,774.0
2021-07-31,NSW,Jul21,60 to 64,,456.0
2021-07-31,NSW,Jul21,65+,,630.0
2022-07-31,NSW,Jul22,0 to 4,,2300.0
2022-07-31,NSW,Jul22,10 to 14,,1732.0
2022-07-31,NSW,Jul22,15 to 19,,3127.0
2022-07-31,NSW,Jul22,20 to 24,,2799.0
2022-07-31,NSW,Jul22,25 to 29,,1675.0
2022-07-31,NSW,Jul22,30 to 34,,1691.0
2022-07-31,NSW,Jul22,35 to 39,,1747.0
2022-07-31,NSW,Jul22,40 to 44,,1631.0
2022-07-31,NSW,Jul22,45 to 49,,1412.0
2022-07-31,NSW,Jul22,5 to 9,,1763.0
2022-07-31,NSW,Jul22,50 to 54,,1140.0
2022-07-31,NSW,Jul22,55 to 59,,713.0
2022-07-31,NSW,Jul22,60 to 64,,519.0
2022-07-31,NSW,Jul22,65+,,659.0
2018-06-30,NSW,Jun18,0 to 4,,2457.0
