DATE,MONTH,SEX,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2017-07-31,Jul17,Male,Health,Problematic alcohol use,,95.0
2017-07-31,Jul17,Male,Other,Other,,753.0
2017-07-31,Jul17,Male,Other,Transition from custodial arrangements,,62.0
2017-07-31,Jul17,Male,Other,Transition from other care arrangements,,58.0
2017-07-31,Jul17,Male,Other,Discrimination including racial discrimination,,3.0
2017-07-31,Jul17,Male,Other,Itinerant,,51.0
2017-07-31,Jul17,Male,Other,Unable to return home due to environmental reasons,,51.0
2017-07-31,Jul17,Male,Other,Transition from foster care and child safety residential placements,,14.0
2017-07-31,Jul17,Male,Other,Lack of family and/or community support,,351.0
2017-07-31,Jul17,Male,Other,Other (not elsewhere classified),,280.0
2017-07-31,Jul17,Male,Not stated,Not stated,,48.0
2017-07-31,Jul17,Male,Total,Total clients,,2200.0
2017-07-31,Jul17,Male,Other,Disengagement with school or other education and training,,71.0
2017-08-31,Aug17,Male,Accommodation,Accommodation,,1001.0
2017-08-31,Aug17,Female,Total,Total clients,,3810.0
2017-08-31,Aug17,Female,Not stated,Not stated,,45.0
2017-08-31,Aug17,Female,Other,Other (not elsewhere classified),,359.0
2017-08-31,Aug17,Female,Other,Discrimination including racial discrimination,,11.0
2017-08-31,Aug17,Female,Other,Disengagement with school or other education and training,,56.0
2017-08-31,Aug17,Female,Other,Unable to return home due to environmental reasons,,101.0
2017-08-31,Aug17,Female,Other,Itinerant,,30.0
2017-08-31,Aug17,Female,Other,Lack of family and/or community support,,704.0
2017-08-31,Aug17,Male,Accommodation,Housing crisis (e.g. eviction),,611.0
2017-08-31,Aug17,Male,Interpersonal,Relationship/family breakdown,,420.0
2017-08-31,Aug17,Male,Accommodation,Previous accommodation ended,,347.0
2017-08-31,Aug17,Male,Financial,Financial,,1089.0
2017-08-31,Aug17,Male,Financial,Financial difficulties,,829.0
2017-08-31,Aug17,Male,Financial,Housing affordability stress,,461.0
2017-08-31,Aug17,Male,Financial,Employment difficulties,,115.0
2017-08-31,Aug17,Male,Financial,Unemployment,,312.0
2017-08-31,Aug17,Male,Financial,Problematic gambling,,3.0
2017-08-31,Aug17,Male,Interpersonal,Interpersonal relationships,,864.0
2017-08-31,Aug17,Male,Interpersonal,Time out from family/other situation,,238.0
2017-08-31,Aug17,Female,Other,Transition from other care arrangements,,37.0
2017-08-31,Aug17,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,495.0
2017-08-31,Aug17,Female,Other,Transition from foster care and child safety residential placements,,26.0
2017-08-31,Aug17,Female,Interpersonal,Time out from family/other situation,,432.0
2017-08-31,Aug17,Female,Other,Other,,1114.0
2017-08-31,Aug17,Male,Interpersonal,Sexual abuse,,8.0
2017-08-31,Aug17,Female,Accommodation,Accommodation,,1352.0
2017-08-31,Aug17,Female,Accommodation,Housing crisis (e.g. eviction),,867.0
2017-08-31,Aug17,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,632.0
2017-08-31,Aug17,Female,Accommodation,Previous accommodation ended,,369.0
2017-08-31,Aug17,Female,Financial,Financial,,1383.0
2017-08-31,Aug17,Female,Financial,Financial difficulties,,1068.0
2017-08-31,Aug17,Female,Financial,Housing affordability stress,,699.0
2017-08-31,Aug17,Female,Financial,Employment difficulties,,109.0
2017-08-31,Aug17,Female,Financial,Unemployment,,273.0
2017-08-31,Aug17,Female,Financial,Problematic gambling,,6.0
2017-08-31,Aug17,Female,Interpersonal,Interpersonal relationships,,2512.0
2017-08-31,Aug17,Female,Interpersonal,Relationship/family breakdown,,896.0
2017-08-31,Aug17,Female,Interpersonal,Sexual abuse,,166.0
2017-08-31,Aug17,Female,Interpersonal,Family and domestic violence,,1996.0
2017-08-31,Aug17,Female,Interpersonal,Non-family violence,,67.0
2017-08-31,Aug17,Female,Health,Health,,715.0
2017-08-31,Aug17,Female,Health,Mental health issues,,426.0
2017-08-31,Aug17,Female,Health,Medical issues,,208.0
2017-08-31,Aug17,Female,Health,Problematic drug or substance use,,235.0
2017-08-31,Aug17,Female,Health,Problematic alcohol use,,126.0
2017-08-31,Aug17,Female,Other,Transition from custodial arrangements,,22.0
2017-08-31,Aug17,Male,Interpersonal,Family and domestic violence,,483.0
2017-08-31,Aug17,Male,Interpersonal,Non-family violence,,25.0
2017-08-31,Aug17,Male,Health,Health,,515.0
2017-08-31,Aug17,Male,Health,Medical issues,,161.0
2017-08-31,Aug17,Male,Health,Problematic drug or substance use,,222.0
2017-08-31,Aug17,Male,Health,Problematic alcohol use,,104.0
2017-08-31,Aug17,Male,Other,Other,,701.0
2017-08-31,Aug17,Male,Other,Transition from custodial arrangements,,62.0
2017-08-31,Aug17,Male,Other,Transition from foster care and child safety residential placements,,14.0
2017-08-31,Aug17,Male,Other,Transition from other care arrangements,,48.0
2017-08-31,Aug17,Male,Other,Discrimination including racial discrimination,,4.0
2017-08-31,Aug17,Male,Other,Itinerant,,47.0
2017-08-31,Aug17,Male,Other,Unable to return home due to environmental reasons,,49.0
2017-08-31,Aug17,Male,Health,Mental health issues,,285.0
2017-08-31,Aug17,Male,Other,Lack of family and/or community support,,346.0
2017-08-31,Aug17,Male,Other,Disengagement with school or other education and training,,65.0
2017-08-31,Aug17,Male,Total,Total clients,,2178.0
2017-08-31,Aug17,Male,Not stated,Not stated,,43.0
2017-08-31,Aug17,Male,Other,Other (not elsewhere classified),,254.0
2017-09-30,Sep17,Male,Accommodation,Housing crisis (e.g. eviction),,598.0
2017-09-30,Sep17,Female,Other,Unable to return home due to environmental reasons,,98.0
2017-09-30,Sep17,Female,Other,Disengagement with school or other education and training,,55.0
2017-09-30,Sep17,Female,Other,Lack of family and/or community support,,724.0
2017-09-30,Sep17,Female,Other,Other (not elsewhere classified),,327.0
2017-09-30,Sep17,Female,Not stated,Not stated,,56.0
2017-09-30,Sep17,Female,Other,Itinerant,,39.0
2017-09-30,Sep17,Female,Total,Total clients,,3607.0
2017-09-30,Sep17,Male,Accommodation,Accommodation,,1007.0
2017-09-30,Sep17,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,520.0
2017-09-30,Sep17,Male,Financial,Unemployment,,336.0
2017-09-30,Sep17,Male,Financial,Financial,,1079.0
2017-09-30,Sep17,Male,Financial,Financial difficulties,,823.0
2017-09-30,Sep17,Male,Financial,Housing affordability stress,,445.0
2017-09-30,Sep17,Male,Financial,Employment difficulties,,143.0
2017-09-30,Sep17,Male,Financial,Problematic gambling,,2.0
2017-09-30,Sep17,Male,Interpersonal,Interpersonal relationships,,828.0
2017-09-30,Sep17,Male,Interpersonal,Time out from family/other situation,,244.0
2017-09-30,Sep17,Male,Interpersonal,Relationship/family breakdown,,388.0
2017-09-30,Sep17,Male,Interpersonal,Sexual abuse,,10.0
2017-09-30,Sep17,Female,Other,Discrimination including racial discrimination,,15.0
2017-09-30,Sep17,Male,Accommodation,Previous accommodation ended,,330.0
2017-09-30,Sep17,Female,Other,Transition from other care arrangements,,38.0
2017-09-30,Sep17,Male,Interpersonal,Family and domestic violence,,444.0
2017-09-30,Sep17,Female,Other,Transition from custodial arrangements,,22.0
2017-09-30,Sep17,Female,Accommodation,Accommodation,,1325.0
2017-09-30,Sep17,Female,Accommodation,Housing crisis (e.g. eviction),,798.0
2017-09-30,Sep17,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,621.0
2017-09-30,Sep17,Female,Accommodation,Previous accommodation ended,,376.0
2017-09-30,Sep17,Female,Financial,Financial,,1352.0
2017-09-30,Sep17,Female,Financial,Financial difficulties,,1053.0
2017-09-30,Sep17,Female,Financial,Housing affordability stress,,665.0
2017-09-30,Sep17,Female,Financial,Employment difficulties,,120.0
2017-09-30,Sep17,Female,Financial,Unemployment,,295.0
2017-09-30,Sep17,Female,Financial,Problematic gambling,,6.0
2017-09-30,Sep17,Female,Other,Transition from foster care and child safety residential placements,,25.0
2017-09-30,Sep17,Female,Interpersonal,Interpersonal relationships,,2355.0
2017-09-30,Sep17,Female,Interpersonal,Relationship/family breakdown,,844.0
2017-09-30,Sep17,Female,Interpersonal,Sexual abuse,,146.0
2017-09-30,Sep17,Female,Interpersonal,Family and domestic violence,,1876.0
2017-09-30,Sep17,Female,Interpersonal,Non-family violence,,49.0
2017-09-30,Sep17,Female,Health,Health,,667.0
2017-09-30,Sep17,Female,Health,Mental health issues,,397.0
2017-09-30,Sep17,Female,Health,Medical issues,,199.0
2017-09-30,Sep17,Female,Health,Problematic drug or substance use,,229.0
2017-09-30,Sep17,Female,Health,Problematic alcohol use,,120.0
2017-09-30,Sep17,Female,Other,Other,,1093.0
2017-09-30,Sep17,Female,Interpersonal,Time out from family/other situation,,418.0
2017-09-30,Sep17,Male,Interpersonal,Non-family violence,,22.0
2017-09-30,Sep17,Male,Health,Mental health issues,,281.0
2017-09-30,Sep17,Male,Health,Health,,512.0
2017-09-30,Sep17,Male,Health,Problematic drug or substance use,,231.0
2017-09-30,Sep17,Male,Health,Problematic alcohol use,,109.0
2017-09-30,Sep17,Male,Other,Other,,714.0
2017-09-30,Sep17,Male,Other,Transition from custodial arrangements,,62.0
2017-09-30,Sep17,Male,Other,Transition from foster care and child safety residential placements,,13.0
2017-09-30,Sep17,Male,Other,Transition from other care arrangements,,47.0
2017-09-30,Sep17,Male,Other,Discrimination including racial discrimination,,7.0
2017-09-30,Sep17,Male,Other,Itinerant,,52.0
2017-09-30,Sep17,Male,Other,Unable to return home due to environmental reasons,,50.0
2017-09-30,Sep17,Male,Other,Disengagement with school or other education and training,,63.0
2017-09-30,Sep17,Male,Health,Medical issues,,157.0
2017-09-30,Sep17,Male,Other,Other (not elsewhere classified),,248.0
2017-09-30,Sep17,Male,Other,Lack of family and/or community support,,368.0
2017-09-30,Sep17,Male,Total,Total clients,,2129.0
2017-09-30,Sep17,Male,Not stated,Not stated,,51.0
2017-10-31,Oct17,Male,Accommodation,Housing crisis (e.g. eviction),,617.0
2017-10-31,Oct17,Female,Other,Unable to return home due to environmental reasons,,95.0
2017-10-31,Oct17,Female,Other,Disengagement with school or other education and training,,53.0
2017-10-31,Oct17,Female,Other,Lack of family and/or community support,,741.0
2017-10-31,Oct17,Female,Other,Other (not elsewhere classified),,322.0
2017-10-31,Oct17,Female,Not stated,Not stated,,77.0
2017-10-31,Oct17,Female,Other,Itinerant,,38.0
2017-10-31,Oct17,Female,Total,Total clients,,3850.0
2017-10-31,Oct17,Male,Accommodation,Accommodation,,1034.0
2017-10-31,Oct17,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,509.0
2017-10-31,Oct17,Male,Financial,Unemployment,,333.0
2017-10-31,Oct17,Male,Financial,Financial,,1080.0
2017-10-31,Oct17,Male,Financial,Financial difficulties,,825.0
2017-10-31,Oct17,Male,Financial,Housing affordability stress,,440.0
2017-10-31,Oct17,Male,Financial,Employment difficulties,,131.0
2017-10-31,Oct17,Male,Financial,Problematic gambling,,3.0
2017-10-31,Oct17,Male,Interpersonal,Interpersonal relationships,,892.0
2017-10-31,Oct17,Male,Interpersonal,Time out from family/other situation,,227.0
2017-10-31,Oct17,Male,Interpersonal,Relationship/family breakdown,,393.0
2017-10-31,Oct17,Male,Interpersonal,Sexual abuse,,7.0
2017-10-31,Oct17,Female,Other,Discrimination including racial discrimination,,13.0
2017-10-31,Oct17,Male,Accommodation,Previous accommodation ended,,358.0
2017-10-31,Oct17,Female,Other,Transition from other care arrangements,,31.0
2017-10-31,Oct17,Male,Interpersonal,Family and domestic violence,,517.0
2017-10-31,Oct17,Female,Other,Transition from custodial arrangements,,27.0
2017-10-31,Oct17,Female,Accommodation,Accommodation,,1399.0
2017-10-31,Oct17,Female,Accommodation,Housing crisis (e.g. eviction),,823.0
2017-10-31,Oct17,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,645.0
2017-10-31,Oct17,Female,Accommodation,Previous accommodation ended,,442.0
2017-10-31,Oct17,Female,Financial,Financial,,1410.0
2017-10-31,Oct17,Female,Financial,Financial difficulties,,1114.0
2017-10-31,Oct17,Female,Financial,Housing affordability stress,,673.0
2017-10-31,Oct17,Female,Financial,Employment difficulties,,112.0
2017-10-31,Oct17,Female,Financial,Unemployment,,294.0
2017-10-31,Oct17,Female,Financial,Problematic gambling,,5.0
2017-10-31,Oct17,Female,Other,Transition from foster care and child safety residential placements,,25.0
2017-10-31,Oct17,Female,Interpersonal,Interpersonal relationships,,2539.0
2017-10-31,Oct17,Female,Interpersonal,Relationship/family breakdown,,883.0
2017-10-31,Oct17,Female,Interpersonal,Sexual abuse,,162.0
2017-10-31,Oct17,Female,Interpersonal,Family and domestic violence,,2027.0
2017-10-31,Oct17,Female,Interpersonal,Non-family violence,,57.0
2017-10-31,Oct17,Female,Health,Health,,714.0
2017-10-31,Oct17,Female,Health,Mental health issues,,413.0
2017-10-31,Oct17,Female,Health,Medical issues,,204.0
2017-10-31,Oct17,Female,Health,Problematic drug or substance use,,252.0
2017-10-31,Oct17,Female,Health,Problematic alcohol use,,135.0
2017-10-31,Oct17,Female,Other,Other,,1117.0
2017-10-31,Oct17,Female,Interpersonal,Time out from family/other situation,,444.0
2017-10-31,Oct17,Male,Interpersonal,Non-family violence,,23.0
2017-10-31,Oct17,Male,Health,Mental health issues,,290.0
2017-10-31,Oct17,Male,Health,Health,,519.0
2017-10-31,Oct17,Male,Health,Medical issues,,164.0
2017-10-31,Oct17,Male,Health,Problematic drug or substance use,,217.0
2017-10-31,Oct17,Male,Health,Problematic alcohol use,,106.0
2017-10-31,Oct17,Male,Other,Other,,749.0
2017-10-31,Oct17,Male,Other,Transition from custodial arrangements,,76.0
2017-10-31,Oct17,Male,Other,Transition from foster care and child safety residential placements,,16.0
2017-10-31,Oct17,Male,Other,Discrimination including racial discrimination,,5.0
2017-10-31,Oct17,Male,Other,Itinerant,,55.0
2017-10-31,Oct17,Male,Other,Unable to return home due to environmental reasons,,47.0
2017-10-31,Oct17,Male,Other,Disengagement with school or other education and training,,64.0
2017-10-31,Oct17,Male,Other,Transition from other care arrangements,,48.0
2017-10-31,Oct17,Male,Other,Other (not elsewhere classified),,259.0
2017-10-31,Oct17,Male,Not stated,Not stated,,91.0
2017-10-31,Oct17,Male,Total,Total clients,,2252.0
2017-10-31,Oct17,Male,Other,Lack of family and/or community support,,381.0
2017-11-30,Nov17,Male,Accommodation,Housing crisis (e.g. eviction),,585.0
2017-11-30,Nov17,Male,Accommodation,Accommodation,,1033.0
2017-11-30,Nov17,Female,Total,Total clients,,3850.0
2017-11-30,Nov17,Female,Not stated,Not stated,,67.0
2017-11-30,Nov17,Female,Other,Itinerant,,35.0
2017-11-30,Nov17,Female,Other,Lack of family and/or community support,,696.0
2017-11-30,Nov17,Female,Other,Disengagement with school or other education and training,,46.0
2017-11-30,Nov17,Female,Other,Unable to return home due to environmental reasons,,108.0
2017-11-30,Nov17,Female,Other,Other (not elsewhere classified),,340.0
2017-11-30,Nov17,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,520.0
2017-11-30,Nov17,Male,Interpersonal,Sexual abuse,,7.0
2017-11-30,Nov17,Male,Financial,Financial,,1061.0
2017-11-30,Nov17,Male,Financial,Financial difficulties,,804.0
2017-11-30,Nov17,Male,Financial,Housing affordability stress,,436.0
2017-11-30,Nov17,Male,Financial,Employment difficulties,,129.0
2017-11-30,Nov17,Male,Financial,Unemployment,,317.0
2017-11-30,Nov17,Male,Financial,Problematic gambling,,2.0
2017-11-30,Nov17,Male,Interpersonal,Interpersonal relationships,,909.0
2017-11-30,Nov17,Male,Interpersonal,Time out from family/other situation,,270.0
2017-11-30,Nov17,Male,Interpersonal,Relationship/family breakdown,,401.0
2017-11-30,Nov17,Female,Other,Discrimination including racial discrimination,,15.0
2017-11-30,Nov17,Male,Accommodation,Previous accommodation ended,,358.0
2017-11-30,Nov17,Female,Other,Transition from other care arrangements,,38.0
2017-11-30,Nov17,Female,Interpersonal,Relationship/family breakdown,,895.0
2017-11-30,Nov17,Female,Other,Transition from custodial arrangements,,24.0
2017-11-30,Nov17,Male,Interpersonal,Family and domestic violence,,491.0
2017-11-30,Nov17,Female,Accommodation,Housing crisis (e.g. eviction),,797.0
2017-11-30,Nov17,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,624.0
2017-11-30,Nov17,Female,Accommodation,Previous accommodation ended,,432.0
2017-11-30,Nov17,Female,Financial,Financial,,1410.0
2017-11-30,Nov17,Female,Financial,Financial difficulties,,1117.0
2017-11-30,Nov17,Female,Financial,Housing affordability stress,,680.0
2017-11-30,Nov17,Female,Financial,Employment difficulties,,110.0
2017-11-30,Nov17,Female,Financial,Unemployment,,274.0
2017-11-30,Nov17,Female,Financial,Problematic gambling,,6.0
2017-11-30,Nov17,Female,Interpersonal,Interpersonal relationships,,2526.0
2017-11-30,Nov17,Female,Interpersonal,Time out from family/other situation,,469.0
2017-11-30,Nov17,Female,Interpersonal,Sexual abuse,,168.0
2017-11-30,Nov17,Female,Interpersonal,Family and domestic violence,,1999.0
2017-11-30,Nov17,Female,Interpersonal,Non-family violence,,60.0
2017-11-30,Nov17,Female,Health,Health,,679.0
2017-11-30,Nov17,Female,Health,Mental health issues,,419.0
2017-11-30,Nov17,Female,Health,Medical issues,,200.0
2017-11-30,Nov17,Female,Health,Problematic drug or substance use,,213.0
2017-11-30,Nov17,Female,Health,Problematic alcohol use,,107.0
2017-11-30,Nov17,Female,Other,Other,,1116.0
2017-11-30,Nov17,Female,Other,Transition from foster care and child safety residential placements,,23.0
2017-11-30,Nov17,Female,Accommodation,Accommodation,,1358.0
2017-11-30,Nov17,Male,Interpersonal,Non-family violence,,31.0
2017-11-30,Nov17,Male,Health,Mental health issues,,272.0
2017-11-30,Nov17,Male,Health,Health,,512.0
2017-11-30,Nov17,Male,Health,Problematic drug or substance use,,228.0
2017-11-30,Nov17,Male,Health,Problematic alcohol use,,107.0
2017-11-30,Nov17,Male,Other,Other,,713.0
2017-11-30,Nov17,Male,Other,Transition from custodial arrangements,,63.0
2017-11-30,Nov17,Male,Other,Transition from foster care and child safety residential placements,,15.0
2017-11-30,Nov17,Male,Other,Transition from other care arrangements,,50.0
2017-11-30,Nov17,Male,Other,Discrimination including racial discrimination,,5.0
2017-11-30,Nov17,Male,Other,Itinerant,,42.0
2017-11-30,Nov17,Male,Other,Unable to return home due to environmental reasons,,50.0
2017-11-30,Nov17,Male,Other,Disengagement with school or other education and training,,67.0
2017-11-30,Nov17,Male,Health,Medical issues,,164.0
2017-11-30,Nov17,Male,Other,Other (not elsewhere classified),,231.0
2017-11-30,Nov17,Male,Other,Lack of family and/or community support,,372.0
2017-11-30,Nov17,Male,Total,Total clients,,2193.0
2017-11-30,Nov17,Male,Not stated,Not stated,,73.0
2017-12-31,Dec17,Male,Accommodation,Housing crisis (e.g. eviction),,536.0
2017-12-31,Dec17,Female,Other,Unable to return home due to environmental reasons,,97.0
2017-12-31,Dec17,Female,Other,Disengagement with school or other education and training,,47.0
2017-12-31,Dec17,Female,Other,Lack of family and/or community support,,638.0
2017-12-31,Dec17,Female,Other,Other (not elsewhere classified),,356.0
2017-12-31,Dec17,Female,Not stated,Not stated,,52.0
2017-12-31,Dec17,Female,Other,Itinerant,,41.0
2017-12-31,Dec17,Female,Total,Total clients,,3689.0
2017-12-31,Dec17,Male,Accommodation,Accommodation,,942.0
2017-12-31,Dec17,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,442.0
2017-12-31,Dec17,Male,Financial,Unemployment,,287.0
2017-12-31,Dec17,Male,Financial,Financial,,930.0
2017-12-31,Dec17,Male,Financial,Financial difficulties,,694.0
2017-12-31,Dec17,Male,Financial,Housing affordability stress,,407.0
2017-12-31,Dec17,Male,Financial,Employment difficulties,,133.0
2017-12-31,Dec17,Male,Financial,Problematic gambling,,2.0
2017-12-31,Dec17,Male,Interpersonal,Interpersonal relationships,,876.0
2017-12-31,Dec17,Male,Interpersonal,Time out from family/other situation,,212.0
2017-12-31,Dec17,Male,Interpersonal,Relationship/family breakdown,,398.0
2017-12-31,Dec17,Male,Interpersonal,Sexual abuse,,8.0
2017-12-31,Dec17,Female,Other,Discrimination including racial discrimination,,11.0
2017-12-31,Dec17,Male,Accommodation,Previous accommodation ended,,315.0
2017-12-31,Dec17,Female,Other,Transition from other care arrangements,,33.0
2017-12-31,Dec17,Male,Interpersonal,Family and domestic violence,,508.0
2017-12-31,Dec17,Female,Other,Transition from custodial arrangements,,21.0
2017-12-31,Dec17,Female,Accommodation,Accommodation,,1269.0
2017-12-31,Dec17,Female,Accommodation,Housing crisis (e.g. eviction),,759.0
2017-12-31,Dec17,Female,Accommodation,Inadequate or inappropriate dwelling conditions,,560.0
2017-12-31,Dec17,Female,Accommodation,Previous accommodation ended,,368.0
2017-12-31,Dec17,Female,Financial,Financial,,1227.0
2017-12-31,Dec17,Female,Financial,Financial difficulties,,966.0
2017-12-31,Dec17,Female,Financial,Housing affordability stress,,618.0
2017-12-31,Dec17,Female,Financial,Employment difficulties,,109.0
2017-12-31,Dec17,Female,Financial,Unemployment,,273.0
2017-12-31,Dec17,Female,Financial,Problematic gambling,,5.0
2017-12-31,Dec17,Female,Other,Transition from foster care and child safety residential placements,,25.0
2017-12-31,Dec17,Female,Interpersonal,Interpersonal relationships,,2488.0
2017-12-31,Dec17,Female,Interpersonal,Relationship/family breakdown,,868.0
2017-12-31,Dec17,Female,Interpersonal,Sexual abuse,,156.0
2017-12-31,Dec17,Female,Interpersonal,Family and domestic violence,,2001.0
2017-12-31,Dec17,Female,Interpersonal,Non-family violence,,58.0
2017-12-31,Dec17,Female,Health,Health,,640.0
2017-12-31,Dec17,Female,Health,Mental health issues,,401.0
2017-12-31,Dec17,Female,Health,Medical issues,,179.0
2017-12-31,Dec17,Female,Health,Problematic drug or substance use,,209.0
2017-12-31,Dec17,Female,Health,Problematic alcohol use,,97.0
2017-12-31,Dec17,Female,Other,Other,,1075.0
2017-12-31,Dec17,Female,Interpersonal,Time out from family/other situation,,431.0
2017-12-31,Dec17,Male,Interpersonal,Non-family violence,,30.0
2017-12-31,Dec17,Male,Health,Mental health issues,,265.0
2017-12-31,Dec17,Male,Health,Health,,474.0
2017-12-31,Dec17,Male,Health,Problematic drug or substance use,,201.0
2017-12-31,Dec17,Male,Health,Problematic alcohol use,,94.0
2017-12-31,Dec17,Male,Other,Other,,695.0
2017-12-31,Dec17,Male,Other,Transition from custodial arrangements,,58.0
2017-12-31,Dec17,Male,Other,Transition from foster care and child safety residential placements,,16.0
2017-12-31,Dec17,Male,Other,Transition from other care arrangements,,49.0
2017-12-31,Dec17,Male,Other,Discrimination including racial discrimination,,4.0
2017-12-31,Dec17,Male,Other,Itinerant,,42.0
2017-12-31,Dec17,Male,Other,Unable to return home due to environmental reasons,,52.0
2017-12-31,Dec17,Male,Other,Disengagement with school or other education and training,,57.0
2017-12-31,Dec17,Male,Health,Medical issues,,147.0
2017-12-31,Dec17,Male,Other,Other (not elsewhere classified),,259.0
2017-12-31,Dec17,Male,Other,Lack of family and/or community support,,328.0
2017-12-31,Dec17,Male,Total,Total clients,,2086.0
2017-12-31,Dec17,Male,Not stated,Not stated,,59.0
2018-01-31,Jan18,Female,Other,Itinerant,,49.0
2018-01-31,Jan18,Male,Accommodation,Inadequate or inappropriate dwelling conditions,,474.0
2018-01-31,Jan18,Female,Other,Disengagement with school or other education and training,,45.0
2018-01-31,Jan18,Female,Other,Lack of family and/or community support,,691.0
2018-01-31,Jan18,Female,Other,Other (not elsewhere classified),,321.0
2018-01-31,Jan18,Female,Not stated,Not stated,,56.0
2018-01-31,Jan18,Female,Total,Total clients,,3867.0
2018-01-31,Jan18,Male,Accommodation,Accommodation,,993.0
2018-01-31,Jan18,Male,Accommodation,Housing crisis (e.g. eviction),,552.0
2018-01-31,Jan18,Female,Other,Unable to return home due to environmental reasons,,106.0
2018-01-31,Jan18,Male,Financial,Employment difficulties,,140.0
2018-01-31,Jan18,Male,Financial,Financial difficulties,,787.0
2018-01-31,Jan18,Male,Financial,Housing affordability stress,,435.0
2018-01-31,Jan18,Male,Financial,Unemployment,,330.0
2018-01-31,Jan18,Male,Financial,Problematic gambling,,2.0
