DATE,MONTH,SEX,AGE GROUP,MEASURE,VALUE
2017-11-30,Nov17,Male,35 to 39,,181.0
2017-11-30,Nov17,Male,5 to 9,,234.0
2017-11-30,Nov17,Male,50 to 54,,118.0
2017-11-30,Nov17,Male,55 to 59,,79.0
2017-11-30,Nov17,Male,60 to 64,,47.0
2017-11-30,Nov17,Male,65+,,78.0
2017-11-30,Nov17,Male,45 to 49,,172.0
2017-11-30,Nov17,Male,40 to 44,,180.0
2017-11-30,Nov17,Male,30 to 34,,168.0
2017-11-30,Nov17,Male,25 to 29,,109.0
2017-11-30,Nov17,Female,0 to 4,,277.0
2017-11-30,Nov17,Female,10 to 14,,179.0
2017-11-30,Nov17,Female,15 to 19,,377.0
2017-11-30,Nov17,Female,20 to 24,,396.0
2017-11-30,Nov17,Female,25 to 29,,410.0
2017-11-30,Nov17,Female,30 to 34,,413.0
2017-11-30,Nov17,Female,35 to 39,,465.0
2017-11-30,Nov17,Female,40 to 44,,381.0
2017-11-30,Nov17,Female,45 to 49,,291.0
2017-11-30,Nov17,Female,50 to 54,,188.0
2017-11-30,Nov17,Female,55 to 59,,103.0
2017-11-30,Nov17,Female,60 to 64,,68.0
2017-11-30,Nov17,Female,65+,,86.0
2017-11-30,Nov17,Male,0 to 4,,268.0
2017-11-30,Nov17,Male,10 to 14,,192.0
2017-11-30,Nov17,Male,15 to 19,,222.0
2017-11-30,Nov17,Male,20 to 24,,145.0
2017-11-30,Nov17,Female,5 to 9,,216.0
2017-12-31,Dec17,Female,0 to 4,,251.0
2017-12-31,Dec17,Male,45 to 49,,157.0
2017-12-31,Dec17,Male,5 to 9,,246.0
2017-12-31,Dec17,Male,50 to 54,,104.0
2017-12-31,Dec17,Male,55 to 59,,68.0
2017-12-31,Dec17,Male,60 to 64,,51.0
2017-12-31,Dec17,Male,65+,,69.0
2017-12-31,Dec17,Male,40 to 44,,153.0
2017-12-31,Dec17,Male,35 to 39,,164.0
2017-12-31,Dec17,Female,10 to 14,,181.0
2017-12-31,Dec17,Male,30 to 34,,154.0
2017-12-31,Dec17,Female,15 to 19,,369.0
2017-12-31,Dec17,Female,20 to 24,,358.0
2017-12-31,Dec17,Female,25 to 29,,384.0
2017-12-31,Dec17,Female,30 to 34,,394.0
2017-12-31,Dec17,Female,40 to 44,,367.0
2017-12-31,Dec17,Female,45 to 49,,277.0
2017-12-31,Dec17,Female,5 to 9,,229.0
2017-12-31,Dec17,Female,35 to 39,,449.0
2017-12-31,Dec17,Male,20 to 24,,143.0
2017-12-31,Dec17,Female,55 to 59,,106.0
2017-12-31,Dec17,Female,60 to 64,,67.0
2017-12-31,Dec17,Female,65+,,83.0
2017-12-31,Dec17,Male,0 to 4,,280.0
2017-12-31,Dec17,Male,10 to 14,,179.0
2017-12-31,Dec17,Male,15 to 19,,202.0
2017-12-31,Dec17,Female,50 to 54,,174.0
2017-12-31,Dec17,Male,25 to 29,,116.0
2018-01-31,Jan18,Male,0 to 4,,283.0
2018-01-31,Jan18,Male,10 to 14,,177.0
2018-01-31,Jan18,Male,15 to 19,,203.0
2018-01-31,Jan18,Male,35 to 39,,169.0
2018-01-31,Jan18,Male,25 to 29,,112.0
2018-01-31,Jan18,Male,30 to 34,,169.0
2018-01-31,Jan18,Female,65+,,78.0
2018-01-31,Jan18,Male,20 to 24,,152.0
2018-01-31,Jan18,Female,60 to 64,,67.0
2018-01-31,Jan18,Female,15 to 19,,397.0
2018-01-31,Jan18,Female,50 to 54,,173.0
2018-01-31,Jan18,Female,5 to 9,,241.0
2018-01-31,Jan18,Female,45 to 49,,279.0
2018-01-31,Jan18,Female,40 to 44,,354.0
2018-01-31,Jan18,Female,35 to 39,,457.0
2018-01-31,Jan18,Female,30 to 34,,428.0
2018-01-31,Jan18,Female,25 to 29,,411.0
2018-01-31,Jan18,Female,55 to 59,,112.0
2018-01-31,Jan18,Female,20 to 24,,422.0
2018-01-31,Jan18,Male,45 to 49,,195.0
2018-01-31,Jan18,Female,10 to 14,,173.0
2018-01-31,Jan18,Male,65+,,83.0
2018-01-31,Jan18,Male,60 to 64,,57.0
2018-01-31,Jan18,Male,55 to 59,,75.0
2018-01-31,Jan18,Male,50 to 54,,137.0
2018-01-31,Jan18,Male,5 to 9,,233.0
2018-01-31,Jan18,Male,40 to 44,,162.0
2018-01-31,Jan18,Female,0 to 4,,275.0
2018-02-28,Feb18,Male,45 to 49,,173.0
2018-02-28,Feb18,Male,5 to 9,,256.0
2018-02-28,Feb18,Male,50 to 54,,127.0
2018-02-28,Feb18,Male,55 to 59,,85.0
2018-02-28,Feb18,Male,60 to 64,,63.0
2018-02-28,Feb18,Male,65+,,75.0
2018-02-28,Feb18,Male,40 to 44,,183.0
2018-02-28,Feb18,Male,35 to 39,,182.0
2018-02-28,Feb18,Male,30 to 34,,152.0
2018-02-28,Feb18,Male,25 to 29,,131.0
2018-02-28,Feb18,Female,0 to 4,,242.0
2018-02-28,Feb18,Female,10 to 14,,174.0
2018-02-28,Feb18,Female,15 to 19,,398.0
2018-02-28,Feb18,Female,20 to 24,,408.0
2018-02-28,Feb18,Female,25 to 29,,394.0
2018-02-28,Feb18,Female,30 to 34,,469.0
2018-02-28,Feb18,Female,35 to 39,,451.0
2018-02-28,Feb18,Female,40 to 44,,376.0
2018-02-28,Feb18,Female,45 to 49,,284.0
2018-02-28,Feb18,Female,50 to 54,,174.0
2018-02-28,Feb18,Female,55 to 59,,114.0
2018-02-28,Feb18,Female,60 to 64,,54.0
2018-02-28,Feb18,Female,65+,,75.0
2018-02-28,Feb18,Male,0 to 4,,269.0
2018-02-28,Feb18,Male,10 to 14,,176.0
2018-02-28,Feb18,Male,15 to 19,,233.0
2018-02-28,Feb18,Male,20 to 24,,147.0
2018-02-28,Feb18,Female,5 to 9,,222.0
2018-03-31,Mar18,Male,45 to 49,,170.0
2018-03-31,Mar18,Male,5 to 9,,267.0
2018-03-31,Mar18,Male,50 to 54,,147.0
2018-03-31,Mar18,Male,55 to 59,,96.0
2018-03-31,Mar18,Male,60 to 64,,73.0
2018-03-31,Mar18,Male,65+,,76.0
2018-03-31,Mar18,Male,40 to 44,,182.0
2018-03-31,Mar18,Male,35 to 39,,178.0
2018-03-31,Mar18,Male,25 to 29,,111.0
2018-03-31,Mar18,Female,0 to 4,,244.0
2018-03-31,Mar18,Female,10 to 14,,168.0
2018-03-31,Mar18,Female,15 to 19,,394.0
2018-03-31,Mar18,Female,20 to 24,,390.0
2018-03-31,Mar18,Female,25 to 29,,422.0
2018-03-31,Mar18,Female,30 to 34,,483.0
2018-03-31,Mar18,Female,35 to 39,,446.0
2018-03-31,Mar18,Female,40 to 44,,380.0
2018-03-31,Mar18,Male,30 to 34,,147.0
2018-03-31,Mar18,Female,45 to 49,,301.0
2018-03-31,Mar18,Female,50 to 54,,178.0
2018-03-31,Mar18,Female,55 to 59,,107.0
2018-03-31,Mar18,Female,60 to 64,,54.0
2018-03-31,Mar18,Female,65+,,82.0
2018-03-31,Mar18,Male,0 to 4,,294.0
2018-03-31,Mar18,Male,10 to 14,,188.0
2018-03-31,Mar18,Male,15 to 19,,232.0
2018-03-31,Mar18,Male,20 to 24,,130.0
2018-03-31,Mar18,Female,5 to 9,,224.0
2018-04-30,Apr18,Female,0 to 4,,242.0
2018-04-30,Apr18,Male,5 to 9,,250.0
2018-04-30,Apr18,Male,50 to 54,,127.0
2018-04-30,Apr18,Male,55 to 59,,91.0
2018-04-30,Apr18,Male,60 to 64,,59.0
2018-04-30,Apr18,Male,65+,,71.0
2018-04-30,Apr18,Male,45 to 49,,170.0
2018-04-30,Apr18,Male,40 to 44,,166.0
2018-04-30,Apr18,Male,30 to 34,,131.0
2018-04-30,Apr18,Male,35 to 39,,186.0
2018-04-30,Apr18,Female,15 to 19,,396.0
2018-04-30,Apr18,Female,20 to 24,,353.0
2018-04-30,Apr18,Female,25 to 29,,389.0
2018-04-30,Apr18,Female,30 to 34,,454.0
2018-04-30,Apr18,Female,35 to 39,,409.0
2018-04-30,Apr18,Female,40 to 44,,380.0
2018-04-30,Apr18,Female,45 to 49,,245.0
2018-04-30,Apr18,Female,5 to 9,,221.0
2018-04-30,Apr18,Female,10 to 14,,169.0
2018-04-30,Apr18,Male,25 to 29,,126.0
2018-04-30,Apr18,Female,55 to 59,,105.0
2018-04-30,Apr18,Female,60 to 64,,55.0
2018-04-30,Apr18,Female,65+,,82.0
2018-04-30,Apr18,Male,0 to 4,,254.0
2018-04-30,Apr18,Male,10 to 14,,172.0
2018-04-30,Apr18,Male,15 to 19,,218.0
2018-04-30,Apr18,Male,20 to 24,,134.0
2018-04-30,Apr18,Female,50 to 54,,163.0
2018-05-31,May18,Male,10 to 14,,188.0
2018-05-31,May18,Male,15 to 19,,224.0
2018-05-31,May18,Male,20 to 24,,139.0
2018-05-31,May18,Male,40 to 44,,179.0
2018-05-31,May18,Male,30 to 34,,137.0
2018-05-31,May18,Male,35 to 39,,176.0
2018-05-31,May18,Male,0 to 4,,263.0
2018-05-31,May18,Male,25 to 29,,111.0
2018-05-31,May18,Female,65+,,76.0
2018-05-31,May18,Female,45 to 49,,270.0
2018-05-31,May18,Female,55 to 59,,108.0
2018-05-31,May18,Female,50 to 54,,159.0
2018-05-31,May18,Female,5 to 9,,219.0
2018-05-31,May18,Female,40 to 44,,385.0
2018-05-31,May18,Female,35 to 39,,410.0
2018-05-31,May18,Female,30 to 34,,463.0
2018-05-31,May18,Female,25 to 29,,399.0
2018-05-31,May18,Female,20 to 24,,373.0
2018-05-31,May18,Female,60 to 64,,65.0
2018-05-31,May18,Male,45 to 49,,186.0
2018-05-31,May18,Female,10 to 14,,163.0
2018-05-31,May18,Male,50 to 54,,125.0
2018-05-31,May18,Female,15 to 19,,385.0
2018-05-31,May18,Male,65+,,74.0
2018-05-31,May18,Male,60 to 64,,68.0
2018-05-31,May18,Male,55 to 59,,89.0
2018-05-31,May18,Male,5 to 9,,249.0
2018-05-31,May18,Female,0 to 4,,244.0
2018-06-30,Jun18,Male,40 to 44,,185.0
2018-06-30,Jun18,Male,25 to 29,,103.0
2018-06-30,Jun18,Male,20 to 24,,149.0
2018-06-30,Jun18,Male,15 to 19,,245.0
2018-06-30,Jun18,Male,10 to 14,,186.0
2018-06-30,Jun18,Male,0 to 4,,262.0
2018-06-30,Jun18,Female,65+,,81.0
2018-06-30,Jun18,Female,60 to 64,,62.0
2018-06-30,Jun18,Female,55 to 59,,97.0
2018-06-30,Jun18,Male,30 to 34,,132.0
2018-06-30,Jun18,Female,50 to 54,,172.0
2018-06-30,Jun18,Female,45 to 49,,261.0
2018-06-30,Jun18,Female,40 to 44,,359.0
2018-06-30,Jun18,Female,35 to 39,,399.0
2018-06-30,Jun18,Female,30 to 34,,471.0
2018-06-30,Jun18,Female,25 to 29,,399.0
2018-06-30,Jun18,Female,20 to 24,,369.0
2018-06-30,Jun18,Female,15 to 19,,387.0
2018-06-30,Jun18,Female,10 to 14,,184.0
2018-06-30,Jun18,Female,5 to 9,,224.0
2018-06-30,Jun18,Male,35 to 39,,172.0
2018-06-30,Jun18,Female,0 to 4,,247.0
2018-06-30,Jun18,Male,5 to 9,,234.0
2018-06-30,Jun18,Male,45 to 49,,159.0
2018-06-30,Jun18,Male,65+,,91.0
2018-06-30,Jun18,Male,60 to 64,,62.0
2018-06-30,Jun18,Male,55 to 59,,84.0
2018-06-30,Jun18,Male,50 to 54,,126.0
2018-07-31,Jul18,Male,60 to 64,,68.0
2018-07-31,Jul18,Male,55 to 59,,86.0
2018-07-31,Jul18,Male,50 to 54,,135.0
2018-07-31,Jul18,Male,35 to 39,,160.0
2018-07-31,Jul18,Male,45 to 49,,192.0
2018-07-31,Jul18,Male,40 to 44,,205.0
2018-07-31,Jul18,Male,5 to 9,,239.0
2018-07-31,Jul18,Male,65+,,77.0
2018-07-31,Jul18,Male,30 to 34,,126.0
2018-07-31,Jul18,Male,25 to 29,,103.0
2018-07-31,Jul18,Female,45 to 49,,263.0
2018-07-31,Jul18,Male,15 to 19,,221.0
2018-07-31,Jul18,Female,0 to 4,,267.0
2018-07-31,Jul18,Female,10 to 14,,189.0
2018-07-31,Jul18,Female,15 to 19,,406.0
2018-07-31,Jul18,Female,20 to 24,,376.0
2018-07-31,Jul18,Female,25 to 29,,388.0
2018-07-31,Jul18,Male,20 to 24,,147.0
2018-07-31,Jul18,Female,30 to 34,,467.0
2018-07-31,Jul18,Female,40 to 44,,364.0
2018-07-31,Jul18,Female,5 to 9,,233.0
2018-07-31,Jul18,Female,50 to 54,,197.0
2018-07-31,Jul18,Female,55 to 59,,108.0
2018-07-31,Jul18,Female,60 to 64,,63.0
2018-07-31,Jul18,Female,65+,,78.0
2018-07-31,Jul18,Male,0 to 4,,277.0
2018-07-31,Jul18,Male,10 to 14,,200.0
2018-07-31,Jul18,Female,35 to 39,,417.0
2018-08-31,Aug18,Male,15 to 19,,240.0
2018-08-31,Aug18,Male,10 to 14,,211.0
2018-08-31,Aug18,Male,0 to 4,,281.0
2018-08-31,Aug18,Female,65+,,99.0
2018-08-31,Aug18,Female,60 to 64,,63.0
2018-08-31,Aug18,Female,55 to 59,,106.0
2018-08-31,Aug18,Female,50 to 54,,170.0
2018-08-31,Aug18,Female,45 to 49,,264.0
2018-08-31,Aug18,Male,20 to 24,,164.0
2018-08-31,Aug18,Female,40 to 44,,356.0
2018-08-31,Aug18,Female,30 to 34,,482.0
2018-08-31,Aug18,Female,25 to 29,,411.0
2018-08-31,Aug18,Female,20 to 24,,387.0
2018-08-31,Aug18,Female,15 to 19,,380.0
2018-08-31,Aug18,Female,10 to 14,,183.0
2018-08-31,Aug18,Female,0 to 4,,282.0
2018-08-31,Aug18,Female,35 to 39,,427.0
2018-08-31,Aug18,Male,25 to 29,,113.0
2018-08-31,Aug18,Female,5 to 9,,226.0
2018-08-31,Aug18,Male,35 to 39,,173.0
2018-08-31,Aug18,Male,30 to 34,,115.0
2018-08-31,Aug18,Male,65+,,84.0
2018-08-31,Aug18,Male,60 to 64,,68.0
2018-08-31,Aug18,Male,55 to 59,,94.0
2018-08-31,Aug18,Male,50 to 54,,121.0
2018-08-31,Aug18,Male,5 to 9,,234.0
2018-08-31,Aug18,Male,45 to 49,,180.0
2018-08-31,Aug18,Male,40 to 44,,196.0
2018-09-30,Sep18,Male,30 to 34,,112.0
2018-09-30,Sep18,Female,60 to 64,,58.0
2018-09-30,Sep18,Female,65+,,85.0
2018-09-30,Sep18,Male,0 to 4,,270.0
2018-09-30,Sep18,Male,25 to 29,,104.0
2018-09-30,Sep18,Male,15 to 19,,223.0
2018-09-30,Sep18,Male,20 to 24,,165.0
2018-09-30,Sep18,Female,55 to 59,,98.0
2018-09-30,Sep18,Male,10 to 14,,185.0
2018-09-30,Sep18,Female,50 to 54,,178.0
2018-09-30,Sep18,Female,30 to 34,,483.0
2018-09-30,Sep18,Female,45 to 49,,257.0
2018-09-30,Sep18,Female,40 to 44,,334.0
2018-09-30,Sep18,Female,35 to 39,,450.0
2018-09-30,Sep18,Female,25 to 29,,421.0
2018-09-30,Sep18,Female,20 to 24,,392.0
2018-09-30,Sep18,Female,15 to 19,,364.0
2018-09-30,Sep18,Female,10 to 14,,187.0
2018-09-30,Sep18,Female,0 to 4,,262.0
2018-09-30,Sep18,Female,5 to 9,,198.0
2018-09-30,Sep18,Male,35 to 39,,175.0
2018-09-30,Sep18,Male,45 to 49,,153.0
2018-09-30,Sep18,Male,40 to 44,,179.0
2018-09-30,Sep18,Male,65+,,87.0
2018-09-30,Sep18,Male,60 to 64,,61.0
2018-09-30,Sep18,Male,55 to 59,,86.0
2018-09-30,Sep18,Male,50 to 54,,116.0
2018-09-30,Sep18,Male,5 to 9,,209.0
2018-10-31,Oct18,Male,45 to 49,,186.0
2018-10-31,Oct18,Male,65+,,79.0
2018-10-31,Oct18,Male,5 to 9,,221.0
2018-10-31,Oct18,Male,55 to 59,,100.0
2018-10-31,Oct18,Male,50 to 54,,114.0
2018-10-31,Oct18,Male,60 to 64,,60.0
2018-10-31,Oct18,Male,40 to 44,,197.0
2018-10-31,Oct18,Male,30 to 34,,122.0
2018-10-31,Oct18,Male,35 to 39,,189.0
2018-10-31,Oct18,Female,10 to 14,,206.0
2018-10-31,Oct18,Female,15 to 19,,404.0
2018-10-31,Oct18,Female,20 to 24,,424.0
2018-10-31,Oct18,Female,25 to 29,,422.0
2018-10-31,Oct18,Female,30 to 34,,510.0
2018-10-31,Oct18,Female,35 to 39,,487.0
2018-10-31,Oct18,Female,40 to 44,,377.0
2018-10-31,Oct18,Female,45 to 49,,280.0
2018-10-31,Oct18,Female,0 to 4,,282.0
2018-10-31,Oct18,Female,50 to 54,,203.0
2018-10-31,Oct18,Female,55 to 59,,105.0
2018-10-31,Oct18,Female,60 to 64,,53.0
2018-10-31,Oct18,Female,65+,,103.0
2018-10-31,Oct18,Male,0 to 4,,305.0
2018-10-31,Oct18,Male,10 to 14,,215.0
2018-10-31,Oct18,Male,15 to 19,,237.0
2018-10-31,Oct18,Male,20 to 24,,159.0
2018-10-31,Oct18,Male,25 to 29,,116.0
2018-10-31,Oct18,Female,5 to 9,,241.0
2018-11-30,Nov18,Male,0 to 4,,300.0
2018-11-30,Nov18,Male,10 to 14,,195.0
2018-11-30,Nov18,Male,35 to 39,,186.0
2018-11-30,Nov18,Male,20 to 24,,157.0
2018-11-30,Nov18,Male,25 to 29,,120.0
2018-11-30,Nov18,Male,30 to 34,,128.0
2018-11-30,Nov18,Male,15 to 19,,234.0
2018-11-30,Nov18,Female,60 to 64,,70.0
2018-11-30,Nov18,Female,45 to 49,,270.0
2018-11-30,Nov18,Female,50 to 54,,170.0
2018-11-30,Nov18,Female,5 to 9,,218.0
2018-11-30,Nov18,Female,40 to 44,,335.0
2018-11-30,Nov18,Female,35 to 39,,467.0
2018-11-30,Nov18,Female,30 to 34,,491.0
2018-11-30,Nov18,Female,25 to 29,,414.0
2018-11-30,Nov18,Female,20 to 24,,399.0
2018-11-30,Nov18,Male,40 to 44,,196.0
2018-11-30,Nov18,Female,55 to 59,,117.0
2018-11-30,Nov18,Male,45 to 49,,192.0
2018-11-30,Nov18,Male,50 to 54,,107.0
2018-11-30,Nov18,Male,5 to 9,,232.0
2018-11-30,Nov18,Female,15 to 19,,382.0
2018-11-30,Nov18,Male,65+,,88.0
2018-11-30,Nov18,Male,60 to 64,,62.0
2018-11-30,Nov18,Male,55 to 59,,114.0
2018-11-30,Nov18,Female,10 to 14,,195.0
2018-11-30,Nov18,Female,65+,,93.0
2018-11-30,Nov18,Female,0 to 4,,280.0
2018-12-31,Dec18,Male,45 to 49,,173.0
2018-12-31,Dec18,Male,5 to 9,,248.0
2018-12-31,Dec18,Male,50 to 54,,109.0
2018-12-31,Dec18,Male,55 to 59,,101.0
2018-12-31,Dec18,Male,60 to 64,,66.0
2018-12-31,Dec18,Male,65+,,82.0
2018-12-31,Dec18,Male,40 to 44,,168.0
2018-12-31,Dec18,Male,35 to 39,,167.0
2018-12-31,Dec18,Male,25 to 29,,110.0
2018-12-31,Dec18,Female,10 to 14,,212.0
2018-12-31,Dec18,Female,15 to 19,,387.0
2018-12-31,Dec18,Female,20 to 24,,399.0
2018-12-31,Dec18,Female,25 to 29,,413.0
2018-12-31,Dec18,Female,30 to 34,,488.0
2018-12-31,Dec18,Female,35 to 39,,470.0
2018-12-31,Dec18,Female,40 to 44,,346.0
2018-12-31,Dec18,Female,45 to 49,,279.0
2018-12-31,Dec18,Female,5 to 9,,245.0
2018-12-31,Dec18,Female,50 to 54,,178.0
2018-12-31,Dec18,Female,55 to 59,,107.0
2018-12-31,Dec18,Female,60 to 64,,73.0
2018-12-31,Dec18,Female,65+,,95.0
2018-12-31,Dec18,Male,0 to 4,,301.0
2018-12-31,Dec18,Male,10 to 14,,192.0
2018-12-31,Dec18,Male,15 to 19,,231.0
2018-12-31,Dec18,Male,20 to 24,,149.0
2018-12-31,Dec18,Male,30 to 34,,127.0
2018-12-31,Dec18,Female,0 to 4,,286.0
2019-01-31,Jan19,Male,20 to 24,,153.0
2019-01-31,Jan19,Male,15 to 19,,223.0
2019-01-31,Jan19,Male,10 to 14,,203.0
2019-01-31,Jan19,Male,0 to 4,,324.0
2019-01-31,Jan19,Female,65+,,105.0
2019-01-31,Jan19,Female,60 to 64,,74.0
2019-01-31,Jan19,Female,55 to 59,,129.0
2019-01-31,Jan19,Female,50 to 54,,201.0
2019-01-31,Jan19,Female,5 to 9,,265.0
2019-01-31,Jan19,Female,45 to 49,,307.0
2019-01-31,Jan19,Female,40 to 44,,357.0
2019-01-31,Jan19,Female,35 to 39,,470.0
2019-01-31,Jan19,Female,30 to 34,,554.0
2019-01-31,Jan19,Female,25 to 29,,446.0
2019-01-31,Jan19,Female,20 to 24,,451.0
2019-01-31,Jan19,Female,15 to 19,,389.0
2019-01-31,Jan19,Female,10 to 14,,214.0
2019-01-31,Jan19,Male,25 to 29,,119.0
2019-01-31,Jan19,Male,30 to 34,,150.0
2019-01-31,Jan19,Male,35 to 39,,195.0
2019-01-31,Jan19,Male,40 to 44,,204.0
2019-01-31,Jan19,Male,65+,,93.0
2019-01-31,Jan19,Male,60 to 64,,59.0
2019-01-31,Jan19,Male,55 to 59,,107.0
2019-01-31,Jan19,Male,50 to 54,,137.0
2019-01-31,Jan19,Male,5 to 9,,256.0
2019-01-31,Jan19,Male,45 to 49,,204.0
2019-01-31,Jan19,Female,0 to 4,,308.0
2019-02-28,Feb19,Female,0 to 4,,286.0
2019-02-28,Feb19,Male,50 to 54,,131.0
2019-02-28,Feb19,Male,55 to 59,,106.0
2019-02-28,Feb19,Male,60 to 64,,62.0
2019-02-28,Feb19,Male,65+,,86.0
2019-02-28,Feb19,Male,5 to 9,,248.0
2019-02-28,Feb19,Male,45 to 49,,190.0
2019-02-28,Feb19,Male,35 to 39,,197.0
2019-02-28,Feb19,Male,40 to 44,,186.0
2019-02-28,Feb19,Female,10 to 14,,216.0
